,anime_id,type,score,scored_by,episodes,source,rating,sfw,start_season
8011,2391,tv,5,3760,52.0,original,pg_13,True,winter
8012,1928,ova,5,1487,1.0,original,r,True,winter
8013,38831,ova,5,1433,2.0,Non-Original,rx,False,winter
8014,18419,special,5,1745,1.0,original,pg_13,True,spring
8015,5053,movie,5,2016,1.0,Non-Original,pg_13,True,summer
8016,33087,movie,6,333,1.0,Non-Original,pg_13,True,spring
8017,10764,ova,5,2608,1.0,Non-Original,rx,False,summer
8018,25999,tv,6,990,12.0,Non-Original,pg_13,True,winter
8019,3706,ova,5,1397,2.0,Non-Original,rx,False,spring
8020,7793,tv,6,398,6.0,Non-Original,pg_13,True,spring
8021,39490,ona,6,882,1.0,original,g,True,winter
8022,5020,ova,4,7061,5.0,Non-Original,r+,True,fall
8023,49514,tv,5,3752,12.0,Non-Original,pg_13,True,winter
8024,214,ova,6,860,3.0,Non-Original,rx,False,fall
8025,9806,tv,6,560,10.0,Non-Original,pg_13,True,winter
8026,30246,special,6,735,3.0,original,pg_13,True,fall
8027,24327,ova,5,1183,2.0,Non-Original,rx,False,fall
8028,10043,ova,6,997,2.0,Non-Original,rx,False,winter
8029,48455,ona,6,712,52.0,Non-Original,g,True,spring
8030,36339,ona,6,1045,1.0,original,g,True,summer
8031,7264,ova,5,1614,2.0,original,rx,False,fall
8032,4132,tv,6,392,26.0,Non-Original,g,True,spring
8033,39022,ona,6,951,7.0,original,pg_13,True,winter
8034,3819,tv,6,347,26.0,Non-Original,pg_13,True,spring
8035,4856,ova,6,479,1.0,Non-Original,r,True,fall
8036,36991,special,6,654,1.0,Non-Original,pg_13,True,winter
8037,28761,movie,4,5925,1.0,original,g,True,spring
8038,38860,tv,5,2036,12.0,Non-Original,pg_13,True,spring
8039,17811,special,5,2158,1.0,original,g,True,spring
8040,31403,ova,5,1454,2.0,Non-Original,rx,False,fall
8041,2052,ova,6,469,3.0,Non-Original,pg_13,True,summer
8042,37286,ova,5,1983,1.0,Non-Original,g,True,winter
8043,188,ova,6,910,4.0,original,rx,False,summer
