anime_id,studios
2928,Bee Train
42392,Bibury Animation Studios
30652,Actas
2705,Production I.G
5902,PrimeTime
36052,T-Rex
1844,Pierrot
30898,Kantou Douga Kai
285,Sunrise
930,Sunrise
3447,Production I.G
403,Daume
49291,Shaft
750,Studio Deen
595,Madhouse
1399,Production Reed
48415,SILVER LINK.
5719,Twilight Town
2205,Gonzo
1890,Madhouse
2553,Nippon Animation
34204,Kyoto Animation
4639,Pierrot
6379,Xebec
23605,Trigger
2852,Flavors Soft
2931,Madhouse
47161,J.C.Staff
2048,Sunrise
21729,TMS Entertainment
10187,Xebec
13833,Kinema Citrus
7877,Magic Bus
29089,Haoliners Animation League
4060,Nippon Animation
33010,Production I.G
39995,Doga Kobo
1448,Toei Animation
1398,Production Reed
6941,ufotable
17699,Toei Animation
39545,Tear Studio
17677,Sunrise
83,Sunrise
3738,Kanaban Graphics
1043,Madhouse
830,Shinkuukan
33758,Sparkly Key Animation Studio
37831,Studio 3Hz
37281,Ark
417,G&G Entertainment
8861,feel.
38328,Bibury Animation Studios
39235,OLM
34647,Shaft
1128,TNK
49524,Studio 1st
2433,Studio Fantasia
30533,Sunrise
175,Pierrot
7322,Madhouse
1028,Studio 4°C
42627,Asahi Production
49263,Nippon Animation
24171,Seven Arcs Pictures
2866,Studio Ten Carat
4052,Trans Arts
1249,Sunrise
30485,SILVER LINK.
38252,Studio 1st
311,Madhouse
34644,SILVER LINK.
7135,Shaft
34759,T-Rex
1400,Production Reed
1492,TMS Entertainment
6299,Studio Deen
35960,J.C.Staff
6194,Maboroshi Koubou
16419,Toei Animation
2446,Studio Soul
42106,Beijing Enlight Pictures
9362,Arms
6882,J.C.Staff
44068,Sparkly Key Animation Studio
23325,Xebec
30919,Studio 3Hz
1587,Bones
33033,C-Station
17777,Project No.9
5464,Suzuki Mirano
21167,Studio Gokumi
40044,Shin-Ei Animation
8363,Shin-Ei Animation
937,Gainax
1127,TNK
3326,Studio Deen
27825,Mili Pictures
50768,Bones
590,Group TAC
21677,Bones
33490,Shin-Ei Animation
447,Plum
4703,Toei Animation
31789,PoRO
3256,The Answer Studio
2929,Studio Hibari
36833,SILVER LINK.
12221,Toei Animation
273,J.C.Staff
41556,J.C.Staff
2751,Nippon Animation
8909,ufotable
20533,Telecom Animation Film
19367,A-1 Pictures
34447,Production IMS
5957,Kyoto Animation
1067,View Works
2110,Xebec
7017,Kyoto Animation
6169,Kyoto Animation
34834,Doga Kobo
32405,T-Rex
2799,Toei Animation
33181,Production Reed
35427,WAO World
10532,A-1 Pictures
2569,Nippon Animation
31845,Production IMS
32214,Studio Gokumi
29807,T-Rex
27887,8bit
40460,SILVER LINK.
5397,Kanaban Graphics
31117,Studio 1st
25437,Brain's Base
41520,Kinema Citrus
48842,Tezuka Productions
36889,New Generation
35602,feel.
41528,Shanghai Foch Film and TV Culture Investment
33964,Shuka
4200,Sunrise
49409,Light Chaser Animation Studios
5983,Kinema Citrus
12959,Studio Eromatick
37828,Ajia-Do
8039,T-Rex
14543,Oz Inc.
3389,Anpro
266,J.C.Staff
7654,Bones
33994,Platinum Vision
37815,T-Rex
35228,Nippon Animation
41660,Doga Kobo
4792,OLM
33962,Studio Eromatick
5967,Toei Animation
40134,Wit Studio
23033,Studio 1st
6465,Anime Antenna Iinkai
1792,Sunrise
1886,J.C.Staff
1931,Toei Animation
115,AIC
2142,Pierrot
29976,Brain's Base
43568,Studio Colorido
33183,Toei Animation
1413,TMS Entertainment
544,Triangle Staff
30895,P.A. Works
19157,OLM
4136,Picture Magic
4663,Production Reed
4360,Anime Antenna Iinkai
36910,Sparkly Key Animation Studio
222,Arms
24873,Diomedéa
635,Madhouse
28311,Studio 1st
2585,Sunrise
1371,Tezuka Productions
1194,ufotable
48567,A-1 Pictures
7396,asread.
1107,Madhouse
37599,Yokohama Animation Lab
15119,Artland
31189,Studio 9 Maiami
12651,OLM
6958,Nippon Animation
34085,Khara
27857,Studio PuYUKAI
1736,TMS Entertainment
14127,PoRO
27509,J.C.Staff
40472,Studio 1st
3421,J.C.Staff
3085,Daume
38909,NAZ
1527,OLM
2389,Tatsunoko Production
33025,Orange
4010,T-Rex
308,Ajia-Do
34107,T-Rex
4657,Gonzo
25689,Arms
7016,A-1 Pictures
1248,Sunrise
636,Madhouse
13595,Office Takeout
16914,PoRO
5968,Toei Animation
41221,Paper Plane Animation Studio
10923,J.C.Staff
40256,Satelight
38030,SELFISH
3710,Toei Animation
17113,Shin-Ei Animation
10862,Production I.G
1841,Diomedéa
20843,Satelight
2161,Bones
495,Xebec
1896,Image House
1180,Pierrot
12055,Studio Eromatick
4600,T-Rex
32228,Millepensee
704,Toei Animation
10808,Sunrise
3125,Group TAC
2427,Madhouse
472,OLM
30583,Studio 9 Maiami
44961,Signal.MD
5072,Gonzo
42568,Nippon Animation
5772,TNK
15719,Madhouse
37585,GRIZZLY
11615,Seven
1935,Artland
1798,Yumeta Company
8560,J.C.Staff
942,Hal Film Maker
46985,Hotline
31670,Shin-Ei Animation
38663,Studio Kai
33069,Orange
2810,Gakken
38971,Shaft
1445,Tatsunoko Production
47163,Revoroot
2555,Nippon Animation
278,Group TAC
6709,J.C.Staff
1517,Radix
35498,Jumondo
31049,OLM
9335,AIC Takarazuka
6682,Doga Kobo
7014,Toei Animation
38799,Production I.G
38530,Shin-Ei Animation
1082,J.C.Staff
42808,Telecom Animation Film
2734,Brain's Base
2611,Tokyo Movie Shinsha
24591,OLM
7079,AIC
5155,TMS Entertainment
39875,Studio 4°C
1864,Satelight
125,Telecom Animation Film
637,J.C.Staff
1143,Bee Train
20033,SANZIGEN
37979,LIDENFILMS
31804,Kinema Citrus
28155,Tatsunoko Production
6892,Suzuki Mirano
23369,J.C.Staff
21407,Toei Animation
1020,Madhouse
23427,C2C
24377,Studio Eromatick
1489,Remic
40526,Signal.MD
36516,Diomedéa
118,AIC
31675,Production I.G
31397,PoRO
133,Studio Matrix
14827,Kazami Gakuen Koushiki Douga-bu
17637,Ordet
11009,OLM
42284,CG Year
1104,OLM
1922,Studio Deen
1022,Tatsunoko Production
40176,Yokohama Animation Lab
42072,Studio A-CAT
10471,Nippon Animation
10739,Gainax
11467,Office Takeout
1514,TNK
37814,OLM
1873,Kaname Productions
40228,TMS Entertainment
497,Studio Deen
36010,G-Lam
1186,AIC
49661,Khara
15565,Xebec
10348,Jinnis Animation Studios
1116,Triangle Staff
2331,TMS Entertainment
38050,Kinema Citrus
35434,Pierrot
2031,Studio Deen
5691,Pierrot
262,Studio Ranmaru
613,Sunrise
1983,Tezuka Productions
38707,Studio Comet
31223,Telecom Animation Film
37963,Anime Beans
960,Nippon Animation
32936,Haoliners Animation League
1578,Satelight
43007,Doga Kobo
3672,Pierrot
35446,Ryuu M's
24169,TMS Entertainment
13163,Tomason
2725,AIC
8449,A-1 Pictures
10668,Anime Antenna Iinkai
128,Gonzo
9934,AIC PLUS+
34498,Shaft
16680,OLM
36536,C-Station
1393,Sunrise
37864,Bandai Namco Pictures
929,Sunrise
1800,Studio Comet
33811,Millepensee
1290,Madhouse
2684,TMS Entertainment
16397,Madhouse
197,Madhouse
16678,OLM
42206,Blade
6794,Sunrise
1659,Sunrise
32895,T-Rex
6959,AIC PLUS+
365,J.C.Staff
33377,TMS Entertainment
16442,Toei Animation
31440,Millepensee
34820,Toei Animation
2615,feel.
1906,Yumeta Company
6690,Studio Eromatick
39590,HOTZIPANG
236,Pierrot
8101,Xebec
28883,Doga Kobo
37764,Sunrise
28309,PoRO
33491,8bit
8234,Mushi Production
5112,Brain's Base
37474,Queen Bee
2011,Studio Deen
22543,T-Rex
10671,Seven
6129,Zexcs
689,Hal Film Maker
10488,Studio Eromatick
8230,P.A. Works
34368,J.C.Staff
33788,J.C.Staff
1942,Mook DLE
11083,Studio Deen
33419,OLM
4078,Shinkuukan
33797,SANZIGEN
38533,Haoliners Animation League
47413,TMS Entertainment
41074,Toei Animation
37188,EKACHI EPILKA
35931,Silver
47410,SynergySP
36560,Diomedéa
33768,PoRO
34361,T-Rex
40934,OLM
43767,Shirogumi
1810,TNK
2396,T-Rex
45574,Yostar Pictures
15085,Brain's Base
10458,Suzuki Mirano
289,OLM
37476,OLM
36982,helo.inc
30649,Shin-Ei Animation
1198,Trinet Entertainment
14539,PoRO
32601,OLM
10196,Studio Comet
1014,J.C.Staff
42756,Studio 1st
2486,TMS Entertainment
7152,Satelight
2036,Nippon Animation
38741,Mili Pictures
3493,Xebec
25923,T-Rex
36915,Lay-duce
33129,Production I.G
32415,MAPPA
37139,Shaft
27653,Shin-Ei Animation
39538,Pine Jam
15325,feel.
41372,A-1 Pictures
32518,BreakBottle
36108,Production IMS
3537,Studio 9 Maiami
632,Gainax
1395,Sunrise
39795,Majin
979,Plum
44192,Seven
51,Hal Film Maker
4362,Jinnis Animation Studios
35425,Wit Studio
36654,Telecom Animation Film
15951,AIC
23487,J.C.Staff
2561,Toei Animation
40610,Toei Animation
22745,Brain's Base
33566,Telecom Animation Film
30721,Creators in Pack
782,Sunrise
31091,Artland
30250,Xebec
8302,Xebec
2580,Shaft
5199,Gonzo
1803,Sunrise
32023,SANZIGEN
2583,Sunrise
41364,Zero-G
37232,Encourage Films
40136,Studio Signpost
2257,Sunrise
42592,Seven
1996,Studio Deen
10098,Madhouse
615,Kyoto Animation
49945,Studio 1st
2603,Beat Frog
27939,Madhouse
35814,A-1 Pictures
31678,Mili Pictures
19581,Studio Hibari
1570,Artland
38995,Queen Bee
37711,LIDENFILMS
51368,A.C.G.T.
25897,Sunrise
7334,TMS Entertainment
2356,Studio Live
37598,LIDENFILMS
31683,Creators in Pack
2834,Japan Taps
1952,Madhouse
1111,Gonzo
35315,SILVER LINK.
1550,Tokyo Movie Shinsha
38920,Studio Deen
37806,Pierrot Plus
4997,Gainax
1429,TMS Entertainment
373,Studio Fantasia
40819,T-Rex
47391,LIDENFILMS
13219,PoRO
8456,Arms
993,AIC
5658,Toei Animation
13073,Production I.G
50204,CloverWorks
34565,Project No.9
12709,ufotable
1629,TMS Entertainment
17855,Tatsunoko Production
39078,Bandai Namco Pictures
21679,Project No.9
10280,Anime Antenna Iinkai
1221,Toei Animation
31994,ILCA
24175,Zexcs
36933,T-Rex
40369,W-Toon Studio
35654,Production I.G
31521,feel.
35285,Studio Gokumi
4795,OLM
8097,TMS Entertainment
32625,Seven
23333,NAZ
2417,Phoenix Entertainment
11255,Arms
377,Actas
40786,J.C.Staff
2841,Shinkuukan
4375,Group TAC
30384,SANZIGEN
10109,Xebec
1493,TMS Entertainment
7730,Studio Boogie Nights
41915,ASK Animation Studio
2835,Toei Animation
38891,Studio 3Hz
25375,Toei Animation
11385,Toei Animation
2041,Nippon Animation
1670,Nippon Animation
22347,T-Rex
50237,T-Rex
1103,OLM
797,Daume
44270,A-1 Pictures
3992,Anime Antenna Iinkai
23047,BreakBottle
6008,Studio Comet
382,Chaos Project
32151,Satelight
8364,Shin-Ei Animation
28283,Tezuka Productions
2438,Executive Decision
35567,Sunrise
17879,Kyoto Animation
16059,T-Rex
39811,P.A. Works
5996,Production I.G
580,Pierrot
5075,Sunrise
5505,AIC Spirits
40679,David Production
47405,Shanghai Foch Film and TV Culture Investment
37504,Bones
38572,EMT Squared
27419,P.A. Works
4650,Sunrise
19769,Madhouse
840,Studio Live
44064,Shenying Animation
39675,YHKT Entertainment
271,Gonzo
10690,Ajia-Do
16099,I was a Ballerina
29085,G-Lam
1392,Sunrise
31561,Manglobe
14379,Office Takeout
35965,Kyoto Animation
41409,Ruo Hong Culture
33164,Kyoto Animation
2411,Flavors Soft
36250,SILVER LINK.
10821,Toei Animation
14993,Studio Prokion
6217,Shin-Ei Animation
36316,Lerche
13727,Xebec
8293,Studio Eromatick
33769,Collaboration Works
4197,Pierrot
12929,Toei Animation
3137,Nippon Animation
32864,PoRO
37561,DandeLion Animation Studio
46971,asread.
21597,Suzuki Mirano
41471,Studio Gokumi
1005,Studio Deen
15605,Brain's Base
1019,Madhouse
36455,BigFireBird Animation
6275,OLM
5172,Flavors Soft
17873,OLM
20655,Brain's Base
31196,TMS Entertainment
2193,Madhouse
40677,SANZIGEN
10502,Production I.G
8360,Shin-Ei Animation
33244,Creators in Pack
39605,David Production
9761,GARDEN LODGE
32806,Bandai Namco Pictures
5315,Flavors Soft
30524,Tomovies
49847,Wawayu Animation
50475,A-1 Pictures
38426,Wit Studio
35988,Studio Flad
19859,Office Takeout
49860,Hololive Production
31540,LIDENFILMS
2518,Artland
31788,Collaboration Works
28313,T-Rex
576,Tokyo Kids
9754,Brain's Base
50012,TMS Entertainment
40590,White Fox
34972,Twilight Studio
1394,Sunrise
1032,Pierrot
421,Studio Fantasia
27387,Kinema Citrus
17917,OLM
48742,Jumondo
24987,Studio 1st
35182,Studio Comet
47307,PONOS Corporation
31560,SANZIGEN
41589,Yumeta Company
2606,Toei Animation
1603,OLM
33242,8bit
203,Arms
40700,T-Rex
38768,Pierrot
3057,J.C.Staff
1720,Chaos Project
6567,Sunrise
27603,T-Rex
819,Vega Entertainment
48776,LIDENFILMS
38897,SILVER LINK.
50209,Yostar Pictures
49020,T-Rex
1652,Academy Productions
33979,Studio 1st
5305,Doga Kobo
4719,Arms
3218,Tokyo Kids
41946,Studio Gokumi
40048,T-Rex
4590,Y.O.U.C
35720,Madhouse
49690,Actas
2237,Nomad
10330,TMS Entertainment
40358,Kamikaze Douga
41200,Seven
13785,PoRO
22039,Peak Hunt
36789,Robot Communications
14173,Xebec
42965,Original Force
30385,Arms
39640,Studio 1st
1804,Pierrot
6714,Toei Animation
2264,Tezuka Productions
8211,Shaft
6219,Toei Animation
22547,Gonzo
12057,Lilix
11065,Office Take Off
3954,ufotable
39068,Ryuu M's
1187,Madhouse
31128,SANZIGEN
12957,Y.O.U.C
49386,Shanghai Foch Film and TV Culture Investment
3111,Madhouse
2333,Gallop
30651,DLE
10116,Shin-Ei Animation
9202,Hoods Entertainment
4651,Toei Animation
38004,Acca effe
15409,Jumondo
40465,Studio Deen
6604,Studio Deen
950,APPP
31486,J.C.Staff
2157,Actas
11067,Nihikime no Dozeu
37970,Yokohama Animation Lab
13807,asread.
31797,SILVER LINK.
1980,Madhouse
714,Gallop
35118,Pierrot
2221,Toei Animation
2842,OLM
27815,TMS Entertainment
4874,OLM
2579,Nippon Animation
6209,Production Reed
406,TMS Entertainment
33314,Toei Animation
35370,Millepensee
38807,White Fox
17537,Suzuki Mirano
11103,TNK
27967,Artland
25861,Seven
4061,Nippon Animation
36775,2:10 AM Animation
3138,Gonzo
6509,Gallop
32802,TMS Entertainment
11745,T-Rex
5267,Tokyo Movie Shinsha
1112,Gonzo
10827,PoRO
31156,Diomedéa
7103,Yumeta Company
15867,Anime Antenna Iinkai
29223,A-1 Pictures
35932,Flat Studio
471,OLM
2279,Toei Animation
40909,Ruo Hong Culture
37998,Satelight
399,Sunrise
39506,Gonzo
1845,Toei Animation
1381,Sunrise
9587,Zexcs
5454,Nomad
22695,Toei Animation
4794,OLM
49316,Connect
332,Nippon Animation
22699,Toei Animation
34638,Suzuki Mirano
49570,Motion Magic
30812,Seven
1182,Triangle Staff
18767,Hoods Entertainment
34427,Zexcs
682,Tokyo Kids
38009,Yumeta Company
12665,Doga Kobo
2017,Madhouse
16149,Production I.G
37088,T-Rex
1553,OLM
15291,PrimeTime
2784,OLM
45782,W-Toon Studio
2413,Shindeban Film
2148,Lilix
4646,Magic Bus
32083,Doga Kobo
5256,OLM
25429,Arms
40076,David Production
1109,Madhouse
19255,Arms
19799,Toei Animation
6645,Zexcs
38033,Seven
10465,Hoods Entertainment
37254,J.C.Staff
31118,T-Rex
40266,Bandai Namco Pictures
1607,Studio Hibari
1123,Toei Animation
49755,Colored Pencil Animation Japan
1807,Front Line
49637,Rabbit Gate
2042,Sunrise
105,Hal Film Maker
5830,Shin-Ei Animation
1179,Madhouse
40991,Mili Pictures
2252,Toei Animation
34884,Xebec
6919,Madhouse
32311,Khara
37699,T-Rex
2820,Production Reed
1408,Imagin
2470,Toei Animation
24967,Studio 1st
20379,T-Rex
8800,A-1 Pictures
3166,Tokyo Kids
38527,DLE
2554,Nippon Animation
3618,Shirogumi
1930,Toei Animation
21507,Bones
9346,Sunrise
38804,Tatsunoko Production
2367,Actas
37994,Production I.G
36397,BigFireBird Animation
1694,Sunrise
8134,Sunrise
21851,Yaoyorozu
14237,8bit
41105,Madhouse
34257,Gathering
33173,Doga Kobo
12863,Tatsunoko Production
42187,Ruo Hong Culture
45558,Original Force
244,OLM
348,Xebec
4166,Chaos Project
20053,Arms
1648,TNK
49571,Sparkly Key Animation Studio
44044,Studio Hokiboshi
37897,Polygon Pictures
888,Xebec
9931,Magic Bus
1541,APPP
41750,Production I.G
37178,Tatsunoko Production
19099,OLM
2016,Pastel
40178,Shin-Ei Animation
49762,Seven
1465,Studio Deen
3332,Toei Animation
41207,Studio 1st
1350,AIC
6877,OLM
1902,Artland
9493,Brain's Base
34077,OLM
7178,Melissa
37910,M.S.C
33531,Satelight
31598,Studio Deen
5200,Ashi Production
32682,Tomovies
55,Bee Train
14853,Sunrise
41194,Nexus
40964,Studio VOLN
3576,Sunrise
31885,T-Rex
10074,Toei Animation
24911,T-Rex
36267,Gonzo
3327,Sunrise
20871,Toei Animation
45196,Ruo Hong Culture
30381,Satelight
30896,Sunrise
41224,Haoliners Animation League
21349,Studio Gadget
10695,Suzuki Mirano
1548,Toei Animation
607,Madhouse
11755,Production I.G
38985,Signal.MD
3568,Sunrise
43466,T-Rex
7456,Studio 9 Maiami
20723,Toei Animation
2283,Tokyo Movie Shinsha
3067,Group TAC
438,Arcs Create
912,Pierrot
36967,TMS Entertainment
919,OLM
48777,LIDENFILMS
17251,Suzuki Mirano
1136,Sunrise
2987,Sunrise
5347,Studio Jam
30953,SANZIGEN
6692,Y.O.U.C
5854,Nippon Animation
3946,Tokyo Movie Shinsha
41093,BigFireBird Animation
836,Zexcs
2722,Sunrise
34812,Seven Arcs Pictures
8487,Pierrot
1923,Studio Deen
2254,Sunrise
4399,T-Rex
13859,J.C.Staff
35714,ILCA
11859,Arms
23083,Toei Animation
28859,Office Takeout
39725,Lay-duce
37245,Sunrise
33341,WAO World
3323,Arms
1181,Ajia-Do
1682,Satelight
1348,Artmic
21201,MAPPA
40327,J.C.Staff
5945,Heewon Entertainment
9774,Studio Gram
31838,Shanghai Foch Film and TV Culture Investment
21809,TNK
12857,Bones
2009,Madhouse
42031,Queen Bee
1317,Production I.G
1149,Gonzo
37207,Guton Animation Studio
1925,Madhouse
8577,Hoods Entertainment
3245,Toei Animation
3944,T-Rex
48449,Studio 1st
32437,Toei Animation
20555,White Fox
37283,OLM
17731,feel.
3948,Xebec
3478,T-Rex
6964,Pierrot
30741,PoRO
51562,EMT Squared
2564,Studio Deen
25839,SILVER LINK.
48537,Ling San Wu Donghua
470,Madhouse
16644,Studio Prokion
30376,Brain's Base
19919,Yaoyorozu
40761,CloverWorks
8985,Madhouse
23665,T-Rex
7596,DLE
1480,J.C.Staff
38453,T-Rex
28861,Millepensee
23247,T-Rex
1761,Tezuka Productions
17137,Anpro
28791,A-1 Pictures
12611,Brain's Base
38664,Satelight
557,OLM
26183,Arms
1204,Tamura Shigeru Studio
2105,Studio Deen
2215,Brain's Base
2695,Sunrise
47250,Bakken Record
35880,TMS Entertainment
51892,Sparkly Key Animation Studio
23787,TMS Entertainment
38720,TMS Entertainment
37940,Creators in Pack
38628,Pierrot
2539,Arms
40154,Pierrot
37505,A-1 Pictures
18835,Studio Deen
28351,Shaft
15541,Studio 9 Maiami
9798,Studio Ghibli
34008,MAPPA
36517,Kamikaze Douga
370,Magic Bus
42290,YHKT Entertainment
43013,T-Rex
3019,TMS Entertainment
27413,T-Rex
4056,Studio Deen
36849,T-Rex
31978,Shin-Ei Animation
9220,A-1 Pictures
30290,Lerche
1862,Gonzo
40022,Studio 1st
7774,Doga Kobo
6979,AIC
6736,Madhouse
31157,Sunrise
17681,Gonzo
10687,Toei Animation
34649,Production I.G
1157,Gonzo
37990,Studio Deen
6987,Hoods Entertainment
40031,DLE
12437,ufotable
35248,Gonzo
8367,Shin-Ei Animation
8394,Toei Animation
17205,Sunrise
34283,TMS Entertainment
3036,Group TAC
22335,MAPPA
3223,Gonzo
34800,Diomedéa
2619,Bee Train
36755,Office Takeout
2429,Madhouse
5583,Marza Animation Planet
10260,Kinema Citrus
22835,Asahi Production
14629,Sola Digital Arts
928,Gonzo
8423,A-1 Pictures
2571,Nippon Animation
1780,Chaos Project
36492,Sunrise
16928,Studio Deen
29758,J.C.Staff
41223,Ling San Wu Donghua
3829,Madhouse
49297,Encourage Films
39080,Soyep
42307,Shin-Ei Animation
30585,Studio Colorido
41008,Studio Gokumi
776,J.C.Staff
26359,A-1 Pictures
734,Zexcs
34740,SELFISH
605,Pierrot
2497,Toei Animation
50667,Shanghai Foch Film and TV Culture Investment
3888,Y.O.U.C
6287,Brain's Base
39960,Creators in Pack
12499,Shin-Ei Animation
533,J.C.Staff
3286,Dream Entertainment
49287,Brain's Base
5031,Magic Bus
12581,GoHands
2713,Xebec
13517,A-1 Pictures
6748,Nomad
10048,Venet
1048,Tatsunoko Production
37045,SILVER LINK.
1998,Studio 4°C
35883,Gathering
2077,Toei Animation
35029,PoRO
3919,Studio Jam
13731,Bones
184,Toei Animation
50673,OLM
1040,Studio Comet
10590,PoRO
3679,Suzuki Mirano
17491,Office Takeout
40849,White Fox
3305,Sunrise
17679,Sunrise
1207,Mushi Production
36692,Satelight
40075,MAPPA
347,Bee Train
13863,Zexcs
37988,Gonzo
32301,Production IMS
5651,Suzuki Mirano
1837,ufotable
36037,TNK
3081,Knack Productions
9598,DLE
40966,Soyep
5529,OLM
3636,Flavors Soft
36077,Satelight
40315,Sunrise
32160,Toei Animation
2176,Gonzo
1802,Sunrise
4607,Flavors Soft
904,Toei Animation
40519,T-Rex
49487,Yostar Pictures
14129,Studio 9 Maiami
37184,Shanghai Foch Film and TV Culture Investment
13173,The Answer Studio
1843,J.C.Staff
44086,PERIMETRON
27363,PoRO
41877,LIDENFILMS
40733,L²Studio
3079,Sunrise
9970,PoRO
3059,Pierrot
19257,Studio Deen
50274,Ruo Hong Culture
9731,Studio Deen
32239,Studio 9 Maiami
36431,Zero-G
45620,Studio 4°C
2200,Sunrise
37047,SILVER LINK.
13283,TYO Animations
2476,TNK
38037,PoRO
5424,Y.O.U.C
11807,Studio 9 Maiami
30757,Studio Hibari
32039,Bones
48466,Sunrise Beyond
2352,Shinkuukan
32878,Pierrot
1638,Nippon Animation
36783,Actas
43483,J.C.Staff
20267,SANZIGEN
33240,Marza Animation Planet
6122,Y.O.U.C
1634,Office Take Off
2965,Studio Deen
11747,G-Lam
40389,Satelight
49866,Yokohama Animation Lab
37771,SELFISH
10547,Nomad
973,Gonzo
4476,Pierrot
2230,Toei Animation
38265,Majin
38620,PoRO
34522,Millepensee
39382,LIDENFILMS
1270,AIC
3213,Toei Animation
32267,Studio 1st
910,Arms
41884,Soyep
40613,Anima
473,Telecom Animation Film
37360,Anime Antenna Iinkai
610,Shaft
17357,Toei Animation
626,Toei Animation
36895,Queen Bee
50207,Original Force
2050,Gainax
12367,Production I.G
280,Gallop
37438,Craftar Studios
40873,MAPPA
36468,Studio PuYUKAI
1978,Studio 4°C
1793,Madhouse
1891,Xebec
34753,SILVER LINK.
36689,Studio 1st
6920,Madhouse
20757,Oz Inc.
1799,Studio Comet
37879,Dancing CG Studio
14145,Anpro
1062,Kent House
36956,Studio 1st
40639,Seven
41918,Wulifang Digital
11073,OLM
3437,Sunrise
12449,AIC Spirits
39471,PoRO
43353,EMT Squared
29705,Studio Eromatick
10851,Majin
50917,Bibury Animation Studios
39728,Qubic Pictures
23115,NAZ
3345,Nippon Animation
7739,Doga Kobo
2818,Sunrise
24271,T-Rex
2570,TMS Entertainment
42892,J.C.Staff
2586,Sunrise
4450,Gonzo
38467,Sparkly Key Animation Studio
8987,Studio 9 Maiami
36828,Satelight
13169,Telecom Animation Film
39221,Production I.G
28713,Arms
3136,Kokusai Eigasha
14373,Madhouse
10014,WAO World
7969,Suzuki Mirano
1041,Madhouse
10016,Ascension
36148,Haoliners Animation League
4503,Tatsunoko Production
28447,MAPPA
706,Radix
42898,Ruo Hong Culture
10457,PoRO
4876,Visual 80
729,Group TAC
31422,J.C.Staff
1706,Vega Entertainment
34543,Zero-G
1572,Mushi Production
2032,Trans Arts
8908,ufotable
31400,BreakBottle
21363,Anime Antenna Iinkai
31318,8bit
37860,Kyoto Animation
38464,Craftar Studios
36992,Studio Deen
1044,Toei Animation
8062,Sunrise
40062,Soyep
965,Studio Hibari
37446,EMT Squared
9014,Primastea
1166,Radix
3641,Studio Kikan
23989,Xebec
1042,Production I.G
36914,ufotable
921,Tatsunoko Production
2165,Toei Animation
2955,AT-2
33291,Queen Bee
11769,LMD
825,Production I.G
2084,Production Reed
1129,TNK
1599,Studio Deen
9001,Production I.G
35522,SILVER LINK.
28835,Yaoyorozu
43793,Majin
6041,T-Rex
11997,Studio 9 Maiami
3941,Anime Antenna Iinkai
4124,Toei Animation
39063,P.A. Works
163,Pierrot
1085,Toei Animation
6312,Studio Deen
34453,P.A. Works
3008,Tatsunoko Production
751,Studio Deen
3203,Nippon Animation
1734,Actas
33102,Production Reed
2531,Mook Animation
1635,Actas
38262,Polygon Pictures
1130,Kaname Productions
2789,Nippon Animation
3668,TMS Entertainment
5725,Sunrise
34246,T-Rex
771,Bee Train
367,Gallop
14317,Production I.G
39799,Hoods Entertainment
314,TMS Entertainment
32376,Toei Animation
8245,SynergySP
34550,Shin-Ei Animation
47591,Irawias
34899,SELFISH
40102,J.C.Staff
1433,Tokyo Movie Shinsha
44274,C2C
2620,Bee Train
19569,Studio 1st
14277,SILVER LINK.
6901,Sunrise
7598,Production I.G
37436,Shirogumi
27567,Pierrot
1879,Madhouse
10219,Zexcs
757,Brain's Base
38529,Studio 3Hz
15783,TMS Entertainment
1795,Sunrise
40587,Toei Animation
423,Studio Fantasia
32461,Production I.G
31050,Actas
1329,Madhouse
31105,Sunrise
4198,Toei Animation
35827,T-Rex
1163,Pierrot
29573,PoRO
671,Radix
2811,Toei Animation
36777,White Fox
2106,Satelight
40254,Magic Bus
38220,Shanghai Foch Film and TV Culture Investment
3754,Toei Animation
4804,Chaos Project
35251,Typhoon Graphics
375,Production Reed
622,Picture Magic
40151,BigFireBird Animation
2038,Pierrot
50770,Bones
36729,A-1 Pictures
34302,Toei Animation
10549,Toei Animation
159,Gainax
746,TNK
8361,Shin-Ei Animation
3579,Toei Animation
2997,Madhouse
651,Studio Matrix
23305,Seven
40982,A-1 Pictures
31919,Tatsunoko Production
2556,Tezuka Productions
833,Gonzo
864,Sunrise
909,Satelight
39846,feel.
42774,LIDENFILMS
8250,Sunrise
9353,Zexcs
34244,Shin-Ei Animation
16331,Production I.G
8366,Shin-Ei Animation
10546,Seven
31883,TMS Entertainment
49295,T-Rex
51616,Ajia-Do
42959,Creators in Pack
3335,Nippon Animation
10297,Doga Kobo
336,Bee Train
4712,Toei Animation
11349,T-Rex
39299,New Generation
1262,AIC
4910,OLM
24699,AIC PLUS+
2819,Pierrot
1853,Toei Animation
2998,Madhouse
44090,YHKT Entertainment
148,Studio Deen
40623,Project No.9
2901,Gallop
39963,Studio Hokiboshi
48644,Lerche
34776,Bones
1988,Arms
9721,G-Lam
42324,Seven
1370,Studio Deen
1774,Satelight
39567,Anima&Co.
15883,Hoods Entertainment
25567,NAZ
35183,Studio Deen
2505,Flavors Soft
37247,Sunrise
38039,T-Rex
623,A.C.G.T.
6531,Studio Soul
4071,Tezuka Productions
42985,YHKT Entertainment
3501,Trans Arts
41834,OLM
10916,OLM
7708,PoRO
38573,J.C.Staff
13799,OLM
9875,ufotable
