anime_id,genres,type,episodes,source,rating,start_year,start_season,demographics,score,scored_by,members,favorites
1331,Action,ova,3,Non-Original,rx,1994,summer,None,Average,2517,5541,6
35252,Comedy,tv,12,Non-Original,pg_13,2020,winter,None,Average,14274,38911,27
5391,Boys Love,ova,1,original,rx,2007,spring,None,Average,44421,68103,313
11185,Hentai,ova,4,Non-Original,rx,2011,fall,None,Average,3992,10813,46
8235,Adventure,tv,52,Non-Original,g,1972,winter,None,Average,761,2367,7
14913,Adventure,tv,29,Non-Original,pg,2012,fall,None,Average,690,2392,5
40835,Comedy,ona,1,Non-Original,pg_13,2016,winter,None,Average,959,3749,5
10180,Romance,special,2,Non-Original,pg_13,2010,fall,Seinen,Average,1480,5495,6
41466,Boys Love,ona,9,Non-Original,r+,2020,summer,None,Average,11916,28270,132
31101,Hentai,ova,1,Non-Original,rx,2015,summer,None,Average,2801,6800,16
2018,Horror,ova,1,Non-Original,r,1987,winter,None,Average,1975,4637,4
5071,Action,tv,104,Non-Original,g,2003,spring,Kids,Average,333,1090,4
171,Adventure,tv,13,original,pg,2000,summer,None,Average,1420,4973,7
546,Drama,tv,13,Non-Original,pg_13,2004,summer,None,Average,3823,10958,8
2276,Hentai,ova,3,Non-Original,rx,2004,summer,None,Average,1360,4063,3
49831,Action,tv,12,Non-Original,pg_13,2022,spring,None,Average,4391,31534,305
2302,Sci-Fi,special,3,original,pg,1988,winter,None,Average,1838,4271,1
360,Adventure,tv,12,Non-Original,pg_13,1999,winter,None,Average,1835,5635,3
31566,Comedy,tv,12,Non-Original,pg_13,2015,fall,None,Average,1508,3377,2
10324,Comedy,tv,12,Non-Original,pg_13,2011,spring,Seinen,Average,999,2969,0
28853,Adventure,movie,1,Non-Original,pg,2015,summer,Kids,Average,1962,5279,1
49392,Comedy,ona,93,original,pg_13,2021,summer,None,Average,1182,2653,8
42848,Hentai,ova,2,Non-Original,rx,2020,fall,None,Average,1634,4418,6
38032,Hentai,ova,2,Non-Original,rx,2018,summer,None,Average,1701,4466,15
32238,Hentai,ova,2,Non-Original,rx,2016,winter,None,Average,2006,5076,9
5132,Comedy,tv,16,Non-Original,r+,1998,fall,None,Average,1823,5539,12
37324,Comedy,tv,49,Non-Original,g,2018,spring,Kids,Average,655,2196,13
41283,Action,tv,25,original,pg_13,2020,spring,None,Average,962,3166,11
37424,Comedy,ona,7,Non-Original,pg_13,2018,summer,None,Average,1204,3418,4
4130,Comedy,ona,24,original,g,2007,winter,None,Average,10334,24813,33
35997,Fantasy,tv,10,Non-Original,pg_13,2018,winter,None,Average,13506,38701,37
41512,Hentai,ova,2,Non-Original,rx,2020,spring,None,Average,1728,4344,8
2516,Sci-Fi,ova,6,Non-Original,r,1988,fall,Shounen,Average,1984,5500,10
33737,Action,tv,13,Non-Original,pg_13,2021,fall,None,Average,1937,12040,56
4866,Boys Love,ova,1,original,rx,2008,fall,None,Average,41314,63835,313
9778,Hentai,ova,2,Non-Original,rx,2011,winter,None,Average,1721,5692,9
31439,Comedy,tv,12,Non-Original,pg_13,2016,spring,None,Average,13290,32079,32
8287,Action,tv,51,original,pg,2010,spring,None,Average,1469,4392,3
34670,Action,ona,23,Non-Original,pg_13,2017,spring,None,Average,1467,6688,7
49305,Action,ona,176,Non-Original,pg_13,2021,spring,None,Average,290,978,0
48654,Hentai,ova,4,Non-Original,rx,2021,spring,None,Average,2169,4733,22
48369,Action,ona,16,Non-Original,pg_13,2021,winter,None,Average,338,848,4
5147,Comedy,ova,4,Non-Original,pg_13,2003,fall,None,Average,1029,3183,2
413,Horror,ova,1,Non-Original,r,2005,summer,None,Average,45868,63130,285
30269,Hentai,ova,2,Non-Original,rx,2015,spring,None,Average,1509,4126,3
231,Action,tv,26,Non-Original,pg,2002,summer,Seinen,Average,2318,7293,3
12059,Hentai,ova,2,Non-Original,rx,2012,spring,None,Average,9714,20481,157
42990,Comedy,special,1,Non-Original,pg_13,2021,winter,None,Average,6302,14861,32
33247,Romance,special,3,Non-Original,g,2016,spring,Shoujo,Average,1304,4386,5
5056,Comedy,special,1,Non-Original,r+,2008,summer,None,Average,1412,3366,0
6402,Hentai,ova,2,original,rx,2009,spring,None,Average,1693,5035,23
5993,Hentai,ova,2,Non-Original,rx,2009,winter,None,Average,1297,3804,17
328,Drama,tv,10,original,g,2002,fall,Shoujo,Average,3033,8391,11
1832,Action,ova,4,Non-Original,r+,1988,fall,None,Average,2291,5351,20
44097,Comedy,ona,12,Non-Original,pg_13,2020,fall,None,Average,331,1684,1
2134,Hentai,ova,3,Non-Original,rx,2004,spring,None,Average,1439,4134,14
40197,Comedy,tv,12,Non-Original,pg_13,2019,fall,None,Average,2552,5264,33
35178,Hentai,ova,1,Non-Original,rx,2017,spring,None,Average,2918,6634,16
1771,Action,tv,12,Non-Original,pg_13,2006,spring,Shounen,Average,679,2105,0
32476,Comedy,movie,4,original,g,2015,spring,None,Average,1221,5009,5
42516,Comedy,tv,12,original,pg_13,2021,spring,None,Average,3834,12007,52
8619,Ecchi,special,1,Non-Original,r+,2010,winter,None,Average,4467,11302,4
1510,Hentai,ova,2,Non-Original,rx,2003,spring,None,Average,1709,4247,6
14583,Comedy,special,6,original,pg_13,2012,winter,None,Average,1788,5322,3
42653,Slice of Life,tv,24,Non-Original,pg,2021,winter,None,Average,845,2823,26
31519,Comedy,tv,12,original,pg_13,2015,fall,None,Average,12344,31127,28
980,Comedy,tv,26,original,g,2002,summer,Kids,Average,1384,4831,8
7179,Fantasy,ova,2,Non-Original,rx,2009,summer,None,Average,1699,5021,15
791,Action,movie,1,Non-Original,r+,1986,winter,Seinen,Average,2146,6025,8
35964,Action,tv,24,Non-Original,r,2018,winter,None,Average,9492,34339,31
42454,Comedy,ona,12,Non-Original,pg_13,2020,winter,None,High,250,761,1
36001,Slice of Life,tv,12,Non-Original,pg_13,2018,spring,Seinen,Average,13553,34306,43
2943,Hentai,ova,3,Non-Original,rx,2002,spring,None,Average,1723,5055,16
50599,Avant Garde,tv,13,original,pg_13,2022,winter,None,Average,2245,6632,42
5136,Action,ova,1,original,pg_13,2007,summer,None,Average,500,1608,0
4003,Ecchi,ova,4,original,r,1985,fall,None,Average,1709,7032,17
33532,Drama,tv,12,Non-Original,pg_13,2017,spring,None,Average,3361,12385,15
4816,Hentai,ova,2,Non-Original,rx,2007,spring,None,Average,1397,4397,8
32684,Boys Love,special,1,Non-Original,pg_13,2005,summer,Shoujo,Average,1515,3821,2
1106,Comedy,movie,1,original,pg_13,1997,spring,None,Average,3727,9397,18
27619,Comedy,ova,6,Non-Original,pg_13,2014,spring,Shounen,Average,3848,12365,7
44208,Avant Garde,tv,13,original,pg_13,2021,winter,None,Average,4962,12715,23
29087,Comedy,ona,39,Non-Original,pg_13,2014,spring,Shounen,Average,599,3329,11
35343,Hentai,ova,2,Non-Original,rx,2017,spring,None,Average,1780,4937,3
3691,Slice of Life,tv,29,Non-Original,g,1991,fall,Kids,High,237,1218,3
316,Comedy,ova,3,Non-Original,rx,1994,summer,None,Average,2012,5322,16
7435,Adventure,movie,1,Non-Original,g,1991,summer,Shounen,Average,688,2554,4
4306,Fantasy,movie,1,original,g,2006,winter,Kids,Average,860,3354,4
2312,Action,movie,1,original,pg_13,1984,summer,None,Average,1290,2967,13
38853,Action,tv,12,Non-Original,pg_13,2021,winter,Seinen,Average,39552,74665,288
34289,Action,tv,13,Non-Original,pg_13,2017,winter,None,Average,5569,19182,17
2062,Action,ova,1,original,r+,1988,fall,None,Average,1246,2815,5
3916,Hentai,ova,2,Non-Original,rx,2007,spring,None,Average,1764,5427,13
2981,Drama,movie,1,Non-Original,r+,1992,spring,None,Average,28135,53791,313
602,Adventure,ova,7,original,pg_13,1992,spring,Shounen,Average,780,2622,8
6878,Adventure,special,1,original,g,2008,fall,None,Average,1087,1913,0
41215,Action,ona,22,Non-Original,pg_13,2019,summer,None,Average,307,753,6
7597,Comedy,ova,1,Non-Original,pg_13,2010,winter,Seinen,Average,2233,4192,2
2869,Hentai,ova,1,Non-Original,rx,2005,fall,None,Average,2280,5789,16
17012,Drama,ova,2,Non-Original,rx,2013,winter,None,Average,2279,6436,27
3522,Action,movie,1,Non-Original,r+,1984,winter,None,Average,1082,3311,13
1742,Drama,ova,12,Non-Original,r,1991,spring,None,Average,774,2918,8
49830,Romance,Non-Original,1,Non-Original,pg_13,2021,summer,None,Average,331,560,1
677,Drama,tv,12,original,pg_13,1998,spring,None,Average,796,3208,7
36524,Action,special,1,Non-Original,pg_13,2017,fall,None,Average,12882,23318,12
35417,Ecchi,ona,12,Non-Original,r+,2017,spring,None,Average,3314,12426,13
38490,Action,ona,16,Non-Original,pg_13,2018,summer,None,Average,438,1503,7
32735,Drama,ona,1,Non-Original,g,2016,winter,None,Average,1771,5839,10
36847,Ecchi,tv,10,Non-Original,r+,2018,winter,None,Average,15522,51103,98
2099,Adventure,movie,1,Non-Original,pg_13,1991,summer,None,Average,1531,4317,2
17815,Fantasy,special,1,original,g,2012,spring,None,Average,2257,4372,0
36000,Adventure,tv,12,Non-Original,pg_13,2018,fall,None,Average,6107,19876,21
17351,Comedy,special,1,Non-Original,pg_13,2013,spring,None,Average,3756,6786,1
1895,Hentai,ova,1,original,rx,2002,spring,None,Average,1723,4145,14
3806,Action,tv,69,Non-Original,g,1982,fall,None,Average,372,1418,4
1904,Fantasy,ova,3,Non-Original,pg_13,2003,winter,Shoujo,Average,881,3176,2
3571,Adventure,tv,34,Non-Original,pg,1997,winter,None,Average,1378,3671,4
2861,Hentai,ova,2,Non-Original,rx,2004,winter,None,Average,1559,4715,18
4773,Action,tv,37,original,pg_13,1994,spring,Shounen,Average,527,2204,10
2945,Hentai,ova,2,original,rx,2005,winter,None,Average,2038,5265,19
7110,Boys Love,ova,1,Non-Original,rx,2010,summer,None,Average,9518,19922,73
19877,Adventure,tv,21,Non-Original,pg,2013,spring,None,Average,500,1713,0
37894,Fantasy,ona,12,Non-Original,pg_13,2016,fall,None,Average,500,1455,2
15043,Comedy,tv,13,original,g,2012,fall,None,Average,3454,10357,14
8542,Drama,tv,25,Non-Original,pg_13,1978,fall,Shoujo,Average,430,2360,3
10501,Comedy,movie,1,original,pg,2011,winter,None,Average,3047,5146,0
38141,Hentai,ova,2,Non-Original,rx,2018,fall,None,Average,1746,4545,14
1636,Hentai,ova,2,Non-Original,rx,2004,spring,None,Average,2399,6058,16
4023,Fantasy,tv,16,original,g,1994,spring,Kids,Average,627,1695,6
40403,Adventure,tv,12,Non-Original,pg_13,2020,spring,Shounen,Average,4367,17073,24
40732,Action,ona,16,Non-Original,pg_13,2021,summer,None,High,195,1035,12
11523,Hentai,ova,1,Non-Original,rx,2011,fall,None,Average,1273,3554,3
23101,Hentai,ova,1,Non-Original,rx,2014,spring,None,Average,2498,6270,4
35081,Comedy,ona,1,Non-Original,pg_13,2017,winter,None,Average,597,2225,8
4494,Hentai,ova,1,Non-Original,rx,2007,spring,None,Average,1657,3961,10
3889,Comedy,ova,1,Non-Original,r+,1987,fall,None,Average,3612,7777,18
3917,Hentai,ova,2,Non-Original,rx,2007,summer,None,Average,997,3154,1
1912,Boys Love,tv,13,Non-Original,pg_13,2006,fall,None,Average,4048,13429,17
9904,Fantasy,ova,2,Non-Original,rx,2011,winter,None,Average,1956,5392,18
21701,Mystery,special,1,Non-Original,r,1997,spring,Shounen,Average,469,1410,2
38916,Adventure,ona,3,Non-Original,pg_13,2019,spring,None,Average,327,1061,3
31676,Action,special,1,Non-Original,pg_13,2000,spring,None,Average,1451,5749,12
30412,Action,ona,41,Non-Original,r,2014,fall,None,Average,811,2910,5
37601,Action,tv,12,Non-Original,pg_13,2018,summer,None,Average,11947,40481,35
1640,Boys Love,ova,2,Non-Original,pg_13,2006,spring,None,Average,9925,19798,31
1389,Hentai,ova,3,Non-Original,rx,2005,summer,None,Average,1766,4977,5
9009,Hentai,ova,2,Non-Original,rx,2010,summer,None,Average,1518,5106,15
3896,Hentai,ova,3,original,rx,2005,summer,None,Average,2186,5403,16
1496,Comedy,ova,2,Non-Original,r+,1995,spring,None,Average,5719,11430,7
39938,Fantasy,movie,1,Non-Original,pg_13,2022,spring,None,High,151,9943,17
12715,Action,ova,7,Non-Original,r,1993,fall,Shounen,Average,828,2502,5
37672,Action,special,1,original,pg_13,2018,winter,None,Average,1333,3327,5
511,Adventure,tv,13,Non-Original,pg_13,2005,summer,None,Average,1841,5545,2
1617,Comedy,tv,4,Non-Original,pg,2003,summer,Josei,Average,955,3610,7
2277,Adventure,ona,24,original,pg_13,2001,fall,None,Average,1290,3653,7
3835,Drama,tv,26,Non-Original,g,1981,spring,None,Average,600,2269,5
27503,Action,ona,11,original,pg_13,2014,summer,None,Average,4527,10903,7
34733,Slice of Life,special,1,original,pg_13,2017,spring,None,Average,8781,18536,16
6694,Hentai,ova,2,Non-Original,rx,2009,summer,None,Average,2730,6813,25
3425,Adventure,tv,25,Non-Original,g,1996,winter,Kids,Average,336,1448,1
22733,Fantasy,tv,51,Non-Original,pg_13,2014,spring,Shounen,Average,1690,4856,8
1999,Adventure,ova,1,Non-Original,pg_13,2002,fall,Shounen,Average,1001,2882,2
8292,Hentai,ova,1,Non-Original,rx,2010,spring,None,Average,1866,5263,12
2377,Hentai,ova,6,Non-Original,rx,2002,winter,None,Average,1070,3105,14
9487,Hentai,ova,2,Non-Original,rx,2010,fall,None,Average,2712,7860,17
36246,Action,ona,13,Non-Original,pg_13,2017,fall,None,Average,1023,4533,4
4240,Action,tv,39,original,pg_13,1981,fall,None,Average,457,2194,15
3182,Comedy,tv,5,Non-Original,pg,2004,spring,Josei,Average,617,2100,3
3258,Horror,ova,1,original,pg_13,1987,summer,None,Average,3269,7747,9
36309,Comedy,tv,12,original,pg_13,2018,spring,None,Average,5842,23297,42
1220,Romance,ona,1,original,pg_13,2006,summer,None,Average,4763,11393,6
31911,Adventure,ona,2,Non-Original,g,2012,fall,Kids,Average,1473,3727,0
319,Comedy,ova,3,Non-Original,pg_13,2002,fall,None,Average,2747,5971,6
41793,Hentai,ova,2,Non-Original,rx,2020,fall,None,Average,1993,4289,14
40940,Action,ona,9,Non-Original,pg_13,2020,winter,None,Average,3024,16501,23
37127,Hentai,ova,4,Non-Original,rx,2018,winter,None,Average,1552,4936,7
21267,Slice of Life,tv,4,Non-Original,pg_13,2014,winter,None,Average,5910,11224,3
51923,Action,tv,12,Non-Original,pg_13,2022,summer,None,Average,1939,14650,28
9121,Action,special,3,original,pg_13,2010,summer,Shounen,Average,1085,2880,1
18695,Hentai,ova,2,Non-Original,rx,2013,fall,None,Average,1629,4674,10
16906,Comedy,tv,114,original,pg_13,2013,winter,None,Average,664,1915,4
5027,Adventure,tv,25,Non-Original,pg,2008,fall,Kids,Average,2232,5714,12
3062,Hentai,ova,2,Non-Original,rx,2005,spring,None,Average,1660,4438,13
2501,Adventure,tv,26,Non-Original,r+,2003,fall,None,Average,510,1631,10
7578,Comedy,movie,1,original,g,1996,winter,None,Average,799,3095,5
30132,Hentai,ova,1,Non-Original,rx,2015,spring,None,Average,2227,5425,18
2533,Hentai,ova,4,Non-Original,rx,2001,spring,None,Average,1287,3496,10
2565,Adventure,tv,26,Non-Original,g,1966,fall,Shounen,Average,850,2410,8
4701,Hentai,ova,3,Non-Original,rx,2007,fall,None,Average,1831,4975,31
2357,Hentai,ova,5,Non-Original,rx,2002,spring,None,Average,2054,5237,17
12867,Drama,movie,1,Non-Original,g,2010,fall,None,Average,1652,5176,5
51723,Hentai,ova,2,Non-Original,rx,2022,spring,None,Average,713,1695,5
37584,Action,tv,12,Non-Original,pg_13,2018,fall,None,Average,4867,22371,30
40488,Sports,tv,12,Non-Original,pg_13,2022,winter,None,Average,8048,27146,218
5316,Hentai,ova,3,Non-Original,rx,2008,fall,None,Average,3347,8191,33
12579,Comedy,special,6,Non-Original,r+,2011,summer,Shounen,Average,1852,6672,2
2207,Adventure,movie,1,Non-Original,pg_13,1996,spring,None,Average,991,2388,4
7536,Sci-Fi,movie,1,original,r,2009,winter,None,Average,527,1635,0
4513,Adventure,movie,1,Non-Original,g,1958,fall,None,Average,1984,5045,8
4411,Action,tv,47,original,pg_13,1979,spring,None,Average,487,1459,3
2814,Comedy,tv,52,original,g,1988,spring,Kids,Average,438,992,1
1167,Action,tv,12,Non-Original,r,2004,fall,Seinen,Average,2730,8733,9
2782,Action,ova,2,Non-Original,pg_13,1996,winter,Shounen,Average,5901,12468,42
2510,Action,tv,26,original,pg_13,1981,summer,None,Average,598,2643,3
1874,Comedy,special,4,original,r+,2004,summer,None,Average,2645,5181,0
31668,Comedy,special,2,Non-Original,pg_13,2015,fall,Shounen,Average,1747,4214,0
17267,Comedy,tv,12,original,pg_13,2013,summer,None,Average,3896,10216,11
9837,Action,ova,2,Non-Original,r,1993,fall,Seinen,Average,509,1617,0
2447,Hentai,ova,2,original,rx,2005,fall,None,Average,3307,7626,20
4808,Action,tv,26,original,pg_13,1974,fall,None,Average,609,2152,7
9494,Action,ova,2,original,pg_13,2005,fall,None,Average,700,2916,0
12433,Mystery,ona,1,Non-Original,r,2011,fall,None,Average,2206,4817,11
39397,Comedy,special,2,Non-Original,r+,2019,winter,None,Average,6189,13675,3
1097,Drama,tv,13,Non-Original,r+,2003,winter,None,Average,3158,10039,11
29730,Hentai,ova,2,Non-Original,rx,2015,winter,None,Average,1951,5200,5
33274,Comedy,tv,13,original,pg,2016,summer,None,Average,6767,13635,77
16576,Action,special,1,Non-Original,pg_13,2012,fall,Shounen,Average,1439,4722,6
37509,Action,tv,13,original,pg_13,2019,winter,None,Average,6967,24027,35
22215,Sports,tv,11,Non-Original,pg,2014,spring,Shoujo,Average,750,3031,7
9523,Comedy,ova,1,Non-Original,g,2012,winter,None,Average,1555,3303,0
556,Drama,ova,3,original,pg_13,2001,spring,None,Average,2087,5135,3
38601,Action,special,1,Non-Original,pg_13,2019,fall,None,Average,912,3976,1
3307,Hentai,ova,2,Non-Original,rx,2005,spring,None,Average,2231,5216,14
40157,Drama,special,1,Non-Original,pg_13,2019,summer,None,Average,1158,4253,5
34532,Action,ova,2,Non-Original,r,2018,summer,Seinen,Average,1767,9883,7
49110,Avant Garde,tv,13,original,pg_13,2021,summer,None,Average,3539,9650,40
5539,Action,special,1,original,r,2008,spring,None,Average,1231,4081,1
42455,Comedy,ona,12,Non-Original,pg_13,2020,spring,None,Average,218,652,0
25431,Action,ova,8,Non-Original,pg_13,2014,summer,Shounen,Average,2843,10103,7
27613,Comedy,special,3,Non-Original,pg_13,2014,summer,None,Average,3165,9138,3
24763,Comedy,special,3,original,pg_13,2014,spring,None,Average,1053,2978,0
32274,Comedy,tv,12,Non-Original,pg_13,2016,winter,None,Average,1363,3131,1
1226,Action,tv,13,Non-Original,pg_13,1999,spring,None,Average,2768,8559,6
50789,Comedy,tv,11,Non-Original,pg_13,2022,spring,None,Average,2255,5626,13
38672,Action,movie,1,original,g,2019,winter,Shoujo,Average,801,2300,3
6985,Romance,movie,1,Non-Original,pg_13,2009,fall,None,Average,2935,6529,7
2686,Adventure,tv,96,Non-Original,g,1963,fall,Shounen,Average,870,2971,11
4012,Action,Non-Original,1,original,pg_13,2005,winter,None,Average,3764,6866,4
31967,Comedy,special,4,original,pg_13,2015,summer,None,Average,1313,4361,5
2306,Comedy,ova,2,original,pg_13,1989,summer,None,Average,1239,3333,5
30948,Horror,tv,13,original,pg_13,2015,fall,None,Average,12853,32940,19
498,Action,ova,3,original,pg_13,1987,summer,None,Average,2143,6320,4
3107,Hentai,ova,2,original,rx,2003,spring,None,Average,1952,4649,11
37973,Fantasy,special,2,Non-Original,pg_13,2019,spring,None,Average,2334,5697,2
36629,Comedy,special,1,Non-Original,pg_13,2016,fall,Shoujo,Average,1235,4921,3
11773,Adventure,ova,2,Non-Original,pg_13,2012,winter,Seinen,Average,1374,4287,4
30103,Fantasy,Non-Original,1,original,g,2015,winter,Shoujo,Average,653,1710,1
38775,Fantasy,ona,4,Non-Original,rx,2018,fall,None,Average,1677,4075,9
50581,Action,ona,52,Non-Original,pg_13,2021,fall,None,High,165,674,9
3660,Comedy,tv,25,original,g,1986,spring,Kids,Average,651,2678,3
16574,Action,special,1,Non-Original,pg_13,2012,summer,Shounen,Average,1590,4965,6
3159,Comedy,tv,95,Non-Original,pg_13,1982,summer,None,Average,488,2782,6
1779,Hentai,ova,2,original,rx,2005,spring,None,Average,1457,4371,12
38046,Action,special,1,Non-Original,pg_13,2018,fall,None,Average,980,4566,3
362,Drama,ova,3,Non-Original,pg_13,2003,winter,None,Average,1456,3735,1
26059,Hentai,ova,1,Non-Original,rx,2014,fall,None,Average,1449,3456,9
35603,Sci-Fi,special,1,original,pg_13,2017,spring,None,Average,2053,5120,0
2334,Adventure,movie,1,Non-Original,g,1989,winter,None,Average,515,1378,2
50462,Action,ona,1,original,pg_13,2020,summer,None,High,194,737,5
33746,Comedy,tv,12,original,pg_13,2016,fall,None,Average,5894,14425,7
49345,Adventure,movie,1,original,pg_13,2022,winter,None,High,186,9233,28
7573,Hentai,ova,3,original,rx,2009,fall,None,Average,1806,4901,17
8491,Action,movie,1,original,pg,2006,summer,Kids,Average,2269,6139,2
49342,Action,tv,3,Non-Original,r+,2022,spring,Seinen,Average,3175,19252,112
3444,Action,tv,50,Non-Original,pg_13,1979,spring,None,Average,732,2841,9
36290,Action,ona,15,Non-Original,pg_13,2017,winter,None,Average,605,2152,14
1245,Action,ova,1,Non-Original,r+,1998,winter,Shoujo,Average,3615,9074,12
7549,Action,ova,1,Non-Original,pg_13,2010,winter,None,Average,2305,5125,2
3308,Action,ova,3,Non-Original,rx,2003,summer,None,Average,1499,4326,12
18599,Comedy,special,1,Non-Original,g,2013,winter,Shoujo,Average,2872,5245,3
39680,Fantasy,ova,4,Non-Original,rx,2019,spring,None,Average,1360,3638,15
2371,Hentai,ova,3,Non-Original,rx,2003,winter,None,Average,1796,4693,16
39115,Comedy,special,4,Non-Original,pg_13,2019,winter,Seinen,Average,858,2088,0
47616,Mystery,special,1,Non-Original,r,2021,winter,Shounen,Average,22221,44961,169
47792,Boys Love,ona,9,Non-Original,r+,2021,fall,None,Average,2525,14948,163
12995,Hentai,ova,2,Non-Original,rx,2012,spring,None,Average,3216,8270,13
3525,Action,Non-Original,1,original,r,1995,winter,None,Average,2675,4487,5
2456,Adventure,movie,1,original,g,1987,fall,None,Average,875,1785,1
1940,Adventure,ova,1,Non-Original,r,1986,fall,Shounen,Average,3184,7193,20
1344,Action,ova,4,Non-Original,r,1993,summer,None,Average,1693,4053,5
43626,Action,ona,260,Non-Original,pg_13,2020,fall,None,Average,367,1391,6
3060,Action,ova,4,original,pg_13,1983,fall,None,Average,2553,7624,7
773,Adventure,ova,4,original,pg_13,1999,spring,None,Average,1405,4299,6
15347,Adventure,movie,1,Non-Original,g,1984,winter,None,Average,480,1465,0
48858,Slice of Life,tv,12,original,pg_13,2021,fall,None,Average,8968,31132,202
8518,Slice of Life,special,1,original,pg_13,2010,winter,None,Average,1101,3000,3
1012,Comedy,special,2,Non-Original,r,1998,spring,Shounen,Average,774,1621,1
562,Adventure,ova,3,Non-Original,pg_13,2004,fall,Shounen,Average,843,2716,1
11715,Comedy,special,6,Non-Original,pg_13,2011,summer,None,Average,2748,6582,1
8961,Comedy,tv,12,Non-Original,pg_13,2010,summer,Seinen,Average,1399,3250,1
32697,Fantasy,tv,12,Non-Original,pg_13,2016,summer,Shoujo,Average,7258,19589,18
42714,Hentai,ona,8,Non-Original,rx,2020,fall,None,Average,3778,13791,40
31865,Comedy,ona,8,Non-Original,pg_13,2015,fall,None,Average,3295,7990,11
33712,Comedy,ova,6,Non-Original,r+,2016,fall,None,Average,6485,14699,17
30818,Action,ova,1,Non-Original,pg_13,2016,spring,None,Average,490,2790,2
32191,Supernatural,ona,1,Non-Original,pg,2014,fall,None,Average,3514,9213,6
5321,Hentai,ova,2,Non-Original,rx,2006,spring,None,Average,1199,3488,4
16347,Comedy,tv,13,original,pg_13,2013,winter,None,Average,1057,1996,0
1769,Action,tv,12,original,r,2000,winter,None,Average,2296,5142,26
31785,Action,ova,1,Non-Original,pg_13,2015,summer,None,Average,809,3825,6
10258,Comedy,ona,2,Non-Original,g,2012,summer,None,Average,6137,12544,17
49402,Action,movie,1,Non-Original,r+,2021,fall,Seinen,Average,688,4247,16
38212,Hentai,ona,12,Non-Original,rx,2018,fall,Josei,Average,5863,18236,51
211,Hentai,ova,2,Non-Original,rx,2001,summer,None,Average,1386,3526,13
7108,Comedy,special,1,Non-Original,pg_13,2009,summer,None,Average,1667,4519,2
7770,Comedy,ona,25,original,g,2009,fall,None,Average,1784,5584,2
33562,Action,ona,12,Non-Original,pg_13,2015,summer,None,Average,1241,7737,16
32606,Comedy,tv,13,Non-Original,pg_13,2016,spring,None,Average,9643,29261,36
4555,Hentai,ova,2,Non-Original,rx,2007,fall,None,Average,1963,4814,5
42956,Comedy,ona,12,original,pg_13,2020,fall,None,High,176,678,0
41574,Adventure,tv,12,Non-Original,pg_13,2020,fall,None,Average,3834,12648,21
9006,Hentai,ova,2,Non-Original,rx,2010,spring,None,Average,1432,4418,15
1821,Hentai,ova,3,Non-Original,rx,2001,summer,None,Average,1685,5433,13
5153,Action,tv,25,original,pg_13,1984,fall,None,Average,755,3092,4
39584,Drama,movie,1,original,r,2019,fall,Seinen,Average,3190,17604,39
3874,Sports,tv,52,original,pg_13,1992,spring,None,Average,697,2003,4
3506,Avant Garde,Non-Original,1,original,pg_13,2002,winter,None,Average,2566,4211,4
36033,Hentai,ova,4,Non-Original,rx,2017,fall,None,Average,1549,4865,11
21513,Hentai,ova,2,Non-Original,rx,2014,winter,None,Average,2147,5195,17
1273,Hentai,ova,4,Non-Original,rx,2001,spring,None,Average,1794,4624,8
3512,Comedy,ova,1,Non-Original,pg,1994,summer,Shoujo,Average,1540,4016,5
5324,Hentai,ova,3,Non-Original,rx,2005,spring,None,Average,1538,4277,7
28517,Hentai,ova,1,Non-Original,rx,2015,winter,None,Average,1931,4752,6
6130,Comedy,tv,40,original,pg_13,2009,spring,None,Average,856,4069,5
3538,Hentai,ova,3,Non-Original,rx,2003,winter,None,Average,1493,4068,7
36458,Action,tv,12,Non-Original,pg_13,2021,winter,None,Average,3692,13152,35
39277,Comedy,tv,36,Non-Original,g,2019,spring,Kids,Average,1022,2671,2
35238,Hentai,ova,1,Non-Original,rx,2017,spring,None,Average,1919,4987,10
37346,Action,ona,1,original,pg_13,2021,spring,None,Average,760,8553,14
3239,Comedy,ova,38,original,rx,1984,summer,None,Average,1341,7077,28
1781,Hentai,ova,1,original,rx,2001,fall,None,Average,1261,4419,10
1158,Adventure,ova,3,Non-Original,r+,1998,spring,Shounen,Average,1137,2950,7
39803,Hentai,ova,2,Non-Original,rx,2019,summer,None,Average,2034,4393,11
2614,Adventure,movie,1,Non-Original,pg_13,1984,winter,None,Average,432,1732,4
4460,Avant Garde,ona,1,original,pg_13,2001,summer,None,Average,4266,8478,9
31055,Slice of Life,movie,1,Non-Original,pg,2015,fall,Shoujo,Average,353,1534,2
1407,Girls Love,ova,2,Non-Original,rx,1995,fall,None,Average,1904,4962,21
34475,Action,ona,1,Non-Original,pg_13,2016,fall,None,Average,719,2656,1
40506,Fantasy,tv,48,Non-Original,pg_13,2020,spring,None,Average,4043,13434,27
1113,Hentai,ova,3,Non-Original,rx,2003,fall,None,Average,1184,3331,13
1582,Action,ova,2,Non-Original,pg_13,2003,summer,None,Average,1158,2786,3
36404,Slice of Life,ona,1,original,g,2017,summer,None,Average,829,1618,3
37224,Hentai,ova,2,Non-Original,rx,2018,spring,None,Average,1178,4133,3
2346,Action,ova,1,Non-Original,r+,2002,summer,Seinen,Average,4607,9858,27
40085,Comedy,tv,12,original,pg_13,2020,fall,None,Average,3235,10621,8
