anime_id,score,scored_by,members,favorites
26059,Average,1449,3456,9
35603,Average,2053,5120,0
2334,Average,515,1378,2
50462,High,194,737,5
33746,Average,5894,14425,7
49345,High,186,9233,28
7573,Average,1806,4901,17
8491,Average,2269,6139,2
49342,Average,3175,19252,112
3444,Average,732,2841,9
36290,Average,605,2152,14
1245,Average,3615,9074,12
7549,Average,2305,5125,2
3308,Average,1499,4326,12
18599,Average,2872,5245,3
39680,Average,1360,3638,15
2371,Average,1796,4693,16
39115,Average,858,2088,0
47616,Average,22221,44961,169
47792,Average,2525,14948,163
12995,Average,3216,8270,13
3525,Average,2675,4487,5
2456,Average,875,1785,1
1940,Average,3184,7193,20
1344,Average,1693,4053,5
43626,Average,367,1391,6
3060,Average,2553,7624,7
773,Average,1405,4299,6
15347,Average,480,1465,0
48858,Average,8968,31132,202
8518,Average,1101,3000,3
1012,Average,774,1621,1
562,Average,843,2716,1
11715,Average,2748,6582,1
8961,Average,1399,3250,1
32697,Average,7258,19589,18
42714,Average,3778,13791,40
31865,Average,3295,7990,11
33712,Average,6485,14699,17
30818,Average,490,2790,2
32191,Average,3514,9213,6
5321,Average,1199,3488,4
16347,Average,1057,1996,0
1769,Average,2296,5142,26
31785,Average,809,3825,6
10258,Average,6137,12544,17
49402,Average,688,4247,16
38212,Average,5863,18236,51
211,Average,1386,3526,13
7108,Average,1667,4519,2
7770,Average,1784,5584,2
33562,Average,1241,7737,16
32606,Average,9643,29261,36
4555,Average,1963,4814,5
42956,High,176,678,0
41574,Average,3834,12648,21
9006,Average,1432,4418,15
1821,Average,1685,5433,13
5153,Average,755,3092,4
39584,Average,3190,17604,39
3874,Average,697,2003,4
3506,Average,2566,4211,4
36033,Average,1549,4865,11
21513,Average,2147,5195,17
1273,Average,1794,4624,8
3512,Average,1540,4016,5
5324,Average,1538,4277,7
28517,Average,1931,4752,6
6130,Average,856,4069,5
3538,Average,1493,4068,7
36458,Average,3692,13152,35
39277,Average,1022,2671,2
35238,Average,1919,4987,10
37346,Average,760,8553,14
3239,Average,1341,7077,28
1781,Average,1261,4419,10
1158,Average,1137,2950,7
39803,Average,2034,4393,11
2614,Average,432,1732,4
4460,Average,4266,8478,9
31055,Average,353,1534,2
1407,Average,1904,4962,21
34475,Average,719,2656,1
40506,Average,4043,13434,27
1113,Average,1184,3331,13
1582,Average,1158,2786,3
36404,Average,829,1618,3
37224,Average,1178,4133,3
2346,Average,4607,9858,27
40085,Average,3235,10621,8
31283,Average,8361,16212,13
23213,Average,2575,6658,5
41271,Average,1872,4118,1
1148,Average,2516,9138,30
49942,Average,1371,4184,10
36945,Average,4244,16359,17
4591,Average,1258,4837,3
1388,Average,1863,5035,3
37895,Average,459,1333,1
6689,Average,1856,4959,8
30705,Average,20596,39869,54
2303,Average,1473,3733,1
21649,Average,2110,4643,1
52199,Average,838,1488,1
37395,Average,1042,5815,12
7759,Average,1461,4292,6
34539,Average,4866,12859,35
30686,Average,1754,4406,0
1905,Average,876,2674,2
38104,Average,1180,4822,7
4481,Average,1117,2857,6
34799,Average,874,3096,7
6251,Average,766,2349,2
37703,Average,1308,11038,4
19431,Average,2507,5319,5
1884,Average,888,2499,2
1692,Average,4955,9839,4
40074,Average,21787,62886,51
7782,Average,7024,14170,6
2823,Average,1222,2575,6
33681,Average,2242,7587,5
309,Average,1465,5516,5
8490,Average,3559,7950,6
537,Average,9236,14701,19
3038,Average,1503,4646,4
9884,Average,753,3329,10
36498,Average,917,4470,2
5266,Average,572,1687,2
7307,Average,552,2210,2
10570,Average,1747,5530,21
37740,Average,617,3839,17
1907,Average,589,2032,3
2461,Average,2451,6421,9
37590,Average,2118,8471,14
30454,Average,2113,5402,7
349,Average,1377,5201,5
6558,Average,2061,6486,9
824,Average,2794,7741,7
5353,Average,505,1685,2
40180,Average,877,1930,2
30291,Average,1022,4490,3
2989,Average,2011,5698,13
40398,Average,1722,4259,14
36196,Average,2006,4727,5
37710,Average,528,2588,8
36825,Average,1182,3527,0
13379,Average,1431,4138,10
13141,Average,3441,9272,10
2567,Average,926,1876,3
9810,Average,484,1022,3
50156,Average,1036,2817,4
40480,Average,1419,2433,8
10327,Average,1700,4621,10
39654,Average,919,2423,0
8337,Average,2249,5107,0
23499,Average,690,2415,4
2287,Average,1975,4637,10
2607,Average,2140,6030,16
38440,Average,2776,14597,53
35063,Average,798,3137,2
34823,Average,16321,40861,83
31617,Average,582,4760,7
1342,Average,4907,9833,17
49211,Average,1286,3307,5
38107,Average,1152,3768,6
3325,Average,597,2338,6
40066,Average,527,1924,4
32484,Average,3949,8364,34
3915,Average,608,2292,2
7436,Average,607,2090,4
5653,Average,1173,3561,8
19351,Average,1487,3344,3
6202,Average,309,926,3
10429,Average,1605,4037,7
38513,Average,2653,5546,13
36542,Average,946,4379,4
37277,Average,4514,11303,13
19629,Average,1474,3850,2
6787,Average,3659,11133,14
1909,Average,1999,4788,9
30922,Average,1554,3470,6
2309,Average,1465,3245,2
2100,Average,1059,2971,3
402,Average,628,1756,1
39334,Average,645,1418,1
16740,Average,905,2436,0
38203,Average,1051,3346,7
11841,Average,349,1170,5
17068,Average,1073,1830,1
37268,Average,3081,12639,20
2431,Average,1105,2886,9
7458,Average,1812,5155,12
13969,Average,1071,2060,0
41794,Average,1973,4445,11
363,Average,1170,3205,0
41463,Average,572,2614,1
1677,Average,841,2259,2
34927,Average,203,1690,1
16091,Average,1224,3782,13
3578,Average,1755,4663,11
8632,Average,408,2318,4
6093,Average,241,1118,4
1036,Average,2068,4878,6
2917,Average,1249,3818,8
4439,Average,516,1797,8
1630,Average,1736,3867,5
6971,Average,501,2230,3
1632,Average,1937,4832,13
18755,Average,2262,4705,7
38251,Average,3640,14548,9
10838,Average,5196,11531,9
8654,Average,3100,7928,21
38789,Average,3620,8937,5
11855,Average,1837,5369,9
36242,Average,1443,4109,0
1662,Average,1044,2943,1
2414,Average,1610,3821,8
1285,Average,7126,14865,76
33814,Average,10115,19401,24
28227,Average,2142,6763,4
5763,Average,458,1772,1
2958,Average,1826,5058,6
45961,Average,786,3780,10
647,Average,1115,3411,2
10728,Average,1393,3708,4
9943,Average,803,3280,4
29936,Average,214,1007,3
18639,Average,876,3073,0
16646,Average,1044,3093,1
2718,Average,607,1868,4
39011,Average,1525,4256,4
2770,Average,1304,3078,7
33803,Average,2354,5994,6
33750,Average,1823,4099,9
8249,Average,1256,3029,0
49913,Average,667,1281,5
23781,Average,2777,7904,1
20959,Average,2450,6261,6
40958,Average,9448,25690,24
3546,Average,280,1042,4
33588,Average,714,2155,3
36418,Average,599,2237,1
32817,Average,1386,3291,0
2063,Average,1025,2682,2
1442,Average,3142,7532,26
21707,Average,465,2071,8
2530,Average,2467,7297,21
2760,Average,1724,3993,1
27927,Average,5896,15958,8
1175,Average,1023,3985,11
31491,Average,9155,21284,45
4054,Average,286,785,1
25635,Average,1376,4997,4
788,Average,15054,28601,43
7262,Average,1855,5958,9
17849,Average,5033,9712,7
2168,Average,914,3036,2
7643,Average,751,2467,9
5308,Average,1006,3014,2
2609,Average,1004,5478,7
6286,Average,1803,5306,12
10361,Average,838,3191,0
2220,Average,4523,8997,12
3350,Average,1505,3979,8
1427,Average,2140,5386,2
6733,Average,532,1760,0
40597,Average,10541,17324,9
50474,Average,3948,9497,37
547,Average,1106,2809,1
2474,Average,1026,2641,5
2915,Average,514,1562,2
19825,Average,503,1753,2
22081,Average,1645,4270,4
16656,Average,7143,15811,50
32455,Average,4400,13680,25
2137,Average,1675,5032,21
2103,Average,1168,3263,11
40379,Average,2426,12300,13
36444,Average,473,5169,11
3842,Average,800,2158,4
2468,Average,1439,3837,9
39849,Average,914,1734,9
7666,Average,821,2035,1
217,Average,936,2865,9
19283,Average,1326,3775,1
17843,Average,5664,10809,3
40143,Average,864,2029,0
10906,Average,2134,6289,8
3065,Average,649,1862,7
5883,Average,841,4160,7
18449,Average,957,2760,1
3905,Average,792,2286,7
2436,Average,2195,4973,6
1275,Average,1139,3443,5
10391,Average,3620,9211,2
816,Average,4415,10401,14
34893,Average,722,3078,2
1406,Average,2113,5185,15
36655,Average,3195,10451,17
40747,Average,5179,17972,28
1216,Average,4838,9421,4
42562,Average,1161,7115,2
48097,Average,316,863,4
848,Average,1121,2812,2
2621,Average,1989,5551,14
39643,Average,880,2866,3
34449,Average,8188,28580,11
5213,Average,1281,4099,11
2083,Average,1077,2882,0
2506,Average,1905,4972,3
7004,Average,1001,2171,2
28169,Average,2365,6202,38
6413,Average,1049,2057,3
3023,Average,417,1934,7
10958,Average,3805,7958,7
2183,Average,2309,5017,7
23367,Average,872,2195,0
25669,Average,995,2971,4
33798,Average,2062,4473,0
1234,Average,1590,4053,1
36544,Average,609,2929,4
37735,Average,5549,12769,12
3642,Average,1688,5219,8
40667,Average,618,2741,1
42268,Average,300,1008,5
38549,Average,698,1664,9
1083,Average,775,3626,1
32548,Average,1396,4532,5
41063,Average,1282,3345,2
31202,Average,279,790,0
16508,Average,1821,4505,1
39760,Average,350,843,1
36976,Average,4807,17645,14
33363,Average,1929,4547,2
3802,Average,1110,3527,2
3736,Average,1142,3619,34
354,Average,3347,8965,2
1977,Average,1109,3066,6
5023,Average,311,1812,9
5281,Average,1265,3472,3
6067,Average,250,1261,2
34623,Average,1018,3188,2
36556,Average,404,3207,4
37388,Average,1380,4309,4
36029,Average,5134,19561,18
1622,Average,3522,7389,5
40405,Average,2277,5190,3
28981,Average,11146,25815,6
48513,Average,2560,5333,15
695,Average,2997,7261,0
661,Average,1189,3316,4
41769,Average,259,445,1
41307,Average,462,2893,8
34088,Average,3169,7361,9
12991,Average,661,2882,1
49398,Average,177,894,9
40267,Average,1673,18555,67
3582,Average,1210,2946,8
3728,Average,2172,5986,17
4854,Average,770,2450,2
36861,Average,1736,4347,5
3998,Average,1025,3250,10
361,Average,2135,6197,2
3129,Average,416,1186,1
7775,Average,392,1073,1
10256,Average,706,2003,6
4074,Average,427,1309,3
3303,Average,959,2675,7
22435,Average,1230,3525,4
3422,Average,1899,4797,5
50218,Average,205,364,2
30912,Average,1225,3174,0
2699,Average,744,2407,8
42862,Average,4079,11377,7
15979,Average,1419,5175,3
31035,Average,1524,4509,3
5211,Average,1484,4407,9
40890,Average,446,1652,0
33734,Average,772,1463,2
13309,Average,2276,4319,0
9287,Average,1381,4266,23
3989,Average,898,3191,8
12663,Average,371,1412,0
2261,Average,1729,5238,49
35891,Average,1865,4404,21
827,Average,2410,5587,16
10201,Average,894,2488,0
8123,Average,296,1745,3
1883,Average,801,2033,5
1026,Average,1370,4075,4
13559,Average,1644,4798,9
3711,Average,2674,7750,20
2128,Average,503,2495,2
37969,Average,376,1459,7
13373,Average,2468,4556,0
23099,Average,1421,3037,0
4718,Average,3071,7100,3
1343,Average,4112,7861,4
8652,Average,1417,3933,10
13691,Average,1956,3576,0
6392,Average,10026,20117,31
34197,Average,855,6684,8
2881,Average,700,2182,4
38558,Average,1029,4706,3
41286,Average,655,2919,8
35418,Average,1786,7038,6
3509,Average,1541,3517,7
10207,Average,508,1267,0
8546,Average,536,1540,0
39893,Average,2003,5441,19
42883,Average,2827,6005,2
8538,Average,695,2685,3
3105,Average,1536,3772,9
43878,Average,712,2026,13
16023,Average,3876,9993,33
34393,Average,9804,25104,39
5250,Average,594,2320,3
38180,Average,630,2884,0
2068,Average,818,2790,6
38162,Average,3464,10184,17
48582,Average,268,768,1
2322,Average,1450,4415,1
2059,Average,574,1726,2
2473,Average,1418,3842,3
42880,Average,316,915,0
30625,Average,513,2065,1
38760,Average,1224,2951,8
30262,Average,1796,4669,5
2102,Average,1156,2992,4
1159,Average,663,1712,3
27747,Average,1149,3659,4
4653,Average,1312,4121,7
32410,Average,2774,10733,10
31373,Average,297,1142,3
30543,Average,1607,4873,5
10036,Average,370,1592,4
7364,Average,634,2090,2
35114,Average,4344,13179,10
3900,Average,441,2047,4
2218,Average,3747,7418,5
41146,Average,2789,6710,3
6215,Average,1256,2567,0
41217,Average,590,1088,1
18881,Average,3155,10085,4
37586,Average,557,3489,2
2422,Average,1059,2838,0
48177,Average,756,1748,3
22815,Average,1545,3945,6
50436,Average,1116,3248,10
2740,Average,330,1495,1
36040,Average,6750,16205,40
39217,Average,1648,3417,1
3021,Average,552,2451,7
2245,Average,1145,4791,6
42476,Average,234,1262,1
12501,Average,3507,7005,9
10545,Average,2043,3957,5
2064,Average,921,2641,2
21479,Average,1338,3475,0
10114,Average,239,699,2
31165,Average,2539,9181,10
2370,Average,1450,4020,7
50804,Average,966,2255,11
33113,Average,5240,19832,20
33709,Average,910,3285,0
839,Average,910,2249,1
44025,Average,171,1805,20
1671,Average,739,2246,1
39057,Average,1118,2075,4
2437,Average,1404,3923,4
42685,Average,1844,6127,8
1458,Average,754,2854,1
10723,Average,375,1942,3
2145,Average,1909,5135,5
1537,Average,609,2038,5
35609,Average,351,4805,3
7897,Average,10016,18919,36
51043,Average,296,674,7
7723,Average,1391,3122,1
50647,Average,220,778,9
9773,Average,518,1414,4
16738,Average,1414,3072,0
34999,Average,913,3640,0
2307,Average,1017,3104,2
1926,Average,1244,2396,0
3427,Average,936,2878,7
2791,Average,882,1814,3
2934,Average,379,2992,4
35746,Average,3372,17412,76
12157,Average,2456,6299,5
40332,Average,9444,19716,16
4855,Average,582,1636,3
50267,Average,2112,7379,34
43204,Average,266,1560,1
2147,Average,5013,9623,15
3787,Average,1634,3819,5
7612,Average,2067,5431,12
6691,Average,1396,3841,3
37258,Average,5074,13386,1
2378,Average,979,2690,8
28519,Average,1769,4395,2
35255,Average,2207,7823,8
38719,Average,1024,3840,15
42141,Average,1388,3646,17
1867,Average,593,1810,1
4732,Average,1581,4546,13
34821,Average,1543,4165,4
37181,Average,1044,4417,7
2008,Average,673,2094,0
3430,Average,4090,9852,5
10286,Average,937,2543,3
49652,Average,1635,3853,4
8290,Average,1037,3274,2
32571,Average,910,2744,9
35559,Average,3368,9633,6
1341,Average,5350,11336,13
434,Average,3211,7084,4
3250,Average,1810,4726,7
50925,Average,189,652,6
3827,Average,321,1429,3
31866,Average,560,4249,4
1162,Average,1192,3174,3
16381,Average,2075,4694,3
1903,Average,575,1605,1
48869,Average,412,838,3
1100,Average,1158,4760,3
30658,Average,1955,4917,10
33125,Average,3550,8178,33
39066,Average,793,2996,1
13019,Average,3611,8073,34
15535,Average,3464,7122,3
40471,Average,1652,4478,8
3146,Average,571,3326,2
39709,Average,492,2825,3
3127,Average,2634,5741,12
16436,Average,9828,15479,18
6462,Average,830,1674,1
41519,Average,236,3168,5
7160,Average,405,2106,8
40181,Average,1446,3862,9
35499,Average,1026,3144,2
3886,Average,2706,5004,16
38837,Average,328,1229,4
1314,Average,529,2061,7
36661,Average,198,810,2
13955,Average,687,2367,0
3625,Average,2791,7123,13
35136,Average,214,11125,24
38994,Average,1182,3335,13
13495,Average,817,1502,2
15045,Average,5229,11544,16
37939,Average,1144,3200,7
9789,Average,357,995,0
1337,Average,735,3689,2
2423,Average,1032,2551,3
35726,Average,2092,4714,14
2430,Average,1052,3069,6
4067,Average,377,2402,2
35069,Average,7752,21961,20
37172,Average,3295,9246,9
40013,Average,1876,5697,4
10801,Average,3567,8051,4
2935,Average,967,2592,2
2882,Average,916,2112,6
17871,Average,2006,5483,11
3120,Average,1391,3690,9
571,Average,1206,3482,5
37641,Average,491,2639,8
7582,Average,1107,3652,4
39967,Average,218,1052,1
50414,Average,164,3829,49
49228,Average,828,2065,12
34006,Average,1488,26321,55
42209,Average,203,651,2
13563,Average,783,2145,2
41030,Average,871,2565,3
39325,Average,3313,7853,2
3570,Average,401,2708,0
32728,Average,496,950,0
41802,Average,423,1450,3
3035,Average,471,2783,6
49665,Average,187,7375,14
2535,Average,798,2726,1
213,Average,1204,3402,5
5276,Average,383,1566,4
12877,Average,987,3226,1
2266,Average,1074,2991,8
1228,Average,1398,3485,3
7265,Average,2397,6809,19
43426,Average,1133,2717,13
6872,Average,1070,3125,2
28929,Average,8773,19434,43
37662,Average,1126,3154,2
33038,Average,602,5165,8
7664,Average,439,1093,1
2631,Average,583,1413,1
37374,Average,5042,18596,16
35573,Average,1464,3551,9
34016,Average,1235,7370,10
977,Average,3491,7488,10
3115,Average,1018,3645,4
4339,Average,596,1975,6
35739,Average,2617,5208,10
1071,Average,1109,2912,1
16319,Average,2006,3971,0
39298,Average,604,3979,6
9393,Average,1608,4325,4
2391,Average,3760,8158,8
1928,Average,1487,3320,4
38831,Average,1433,3871,7
18419,Average,1745,3701,2
5053,Average,2016,5956,13
33087,Average,333,4021,7
10764,Average,2608,5914,16
3706,Average,1397,3871,7
7793,Average,398,1635,1
39490,Average,882,1749,2
5020,Average,7061,16089,26
49514,Average,3752,17011,94
214,Average,860,2324,5
9806,Average,560,3242,14
30246,Average,735,3307,7
24327,Average,1183,3601,8
10043,Average,997,3196,2
48455,Average,712,2253,23
7264,Average,1614,5219,7
4132,Average,392,1296,2
39022,Average,951,3742,20
3819,Average,347,1623,6
4856,Average,479,1315,5
36991,Average,654,1950,2
38860,Average,2036,11418,14
17811,Average,2158,4173,0
31403,Average,1454,3725,7
2052,Average,469,1693,0
37286,Average,1983,7731,8
188,Average,910,2804,5
3818,Average,1126,1844,3
39767,Average,201,687,8
42414,Average,1650,7155,29
36156,Average,1427,2743,3
37308,Average,1772,6011,9
34766,Average,857,2920,2
41558,Average,975,3503,6
991,Average,2511,6361,7
34614,Average,1257,3104,0
6028,Average,483,1475,1
25943,Average,2003,8507,4
1385,Average,1600,4035,9
16936,Average,2065,4033,1
40922,Average,1820,4092,12
50653,Average,426,35219,118
10552,Average,1878,4631,12
545,Average,1052,3339,2
2179,Average,891,2797,1
6899,Average,744,2146,4
42156,Average,354,685,0
17727,Average,1296,3706,1
1751,Average,3860,6623,7
3735,Average,331,1335,1
38677,Average,615,3690,12
35805,Average,516,2434,0
13047,Average,311,1044,3
1390,Average,1230,3173,7
1284,Average,768,2102,2
1899,Average,901,3019,1
42071,Average,1194,6274,20
48942,Average,264,859,5
9095,Average,347,841,2
37290,Average,271,951,2
34738,Average,1375,2831,0
31018,Average,1158,3394,1
38915,Average,6768,16458,17
39231,Average,412,1407,3
3429,Average,3497,8128,4
3465,Average,210,1108,0
42044,Average,721,1558,2
31750,Average,952,2844,0
32502,Average,861,3501,6
33564,Average,2151,7735,17
3442,Average,806,2270,6
2185,Average,1619,4066,6
10938,Average,1220,3165,4
49353,Average,1135,2817,10
4011,Average,1109,3567,2
20329,Average,2602,6999,4
6975,Average,308,2790,2
1955,Average,1048,2312,0
4853,Average,906,2326,1
44389,Average,160,934,2
13375,Average,2235,4214,0
39622,Average,2604,6094,15
9846,Average,948,2111,1
40194,Average,601,1482,4
5908,Average,540,1259,5
41586,Average,787,2424,1
30537,Average,599,3071,2
4213,Average,982,2740,4
5723,Average,825,3027,0
34939,Average,1003,4478,3
3833,Average,910,2411,3
51222,Average,484,1217,5
1959,Average,607,2309,0
4013,Average,300,903,1
32751,Average,325,767,3
2545,Average,631,1751,1
9327,Average,1062,3333,4
2412,Average,1740,4374,11
2169,Average,3455,8164,6
2693,Average,1080,3349,4
39332,Average,481,1645,2
2552,Average,542,2447,7
5618,Average,330,1494,4
3532,Average,1034,2949,7
42914,Average,261,1088,0
35202,Average,2132,6682,5
1188,Average,805,2550,3
34332,Average,1318,3705,2
30499,Average,1291,3947,1
619,Average,1968,4311,3
2723,Average,824,2878,2
3075,Average,509,1385,7
31534,Average,1084,1833,10
4264,Average,1362,6475,6
31137,Average,798,2749,3
2189,Average,723,2678,12
37938,Average,190,1210,6
5918,Average,1926,5015,15
13643,Average,1253,3301,3
3391,Average,588,3374,8
42591,Average,2129,5000,12
3560,Average,1416,3135,7
2328,Average,966,2677,3
38444,Average,790,3486,4
49215,Average,871,3906,25
11815,Average,1369,3863,5
11471,Average,1622,4269,3
3911,Average,1118,2924,10
33026,Average,1239,4572,4
13927,Average,696,2638,0
39823,Average,229,1027,3
49825,Average,229,370,1
510,Average,1381,5783,6
10346,Average,328,1340,14
964,Average,2337,5976,1
38179,Average,435,3954,6
48680,Average,5414,20838,93
1286,Average,4368,7597,17
29756,Average,518,1994,0
37619,Average,723,5340,16
3022,Average,301,1065,2
10101,Average,1537,4246,7
39527,Average,5237,18152,25
2256,Average,527,1516,0
2946,Average,2109,5278,9
32816,Average,1557,3563,0
15961,Average,373,1602,17
2304,Average,1063,3112,1
5997,Average,276,2025,9
600,Average,4642,11167,11
2023,Average,1013,3185,7
2435,Average,1122,3376,5
38199,Average,2370,7743,16
38621,Average,1119,3082,9
33170,Average,1738,5112,0
37328,Average,144,981,2
30921,Average,364,1957,4
31633,Average,5210,13011,14
2863,Average,1484,3736,11
37340,Average,981,3128,6
36858,Average,551,4880,3
2349,Average,3856,8840,54
1657,Average,5825,14746,80
36913,Average,822,2177,10
2983,Average,3630,7473,11
2741,Average,179,781,0
37968,Average,179,749,1
2690,Average,727,1884,0
9718,Average,1118,3453,2
50501,Average,187,487,4
32932,Average,743,2295,1
20441,Average,234,859,0
4451,Average,702,2217,3
20961,Average,1221,2744,0
2525,Average,1930,5187,7
46650,Average,282,1011,2
2771,Average,307,1935,2
7611,Average,1331,4047,9
43711,Average,476,1004,0
31139,Average,4743,10169,3
2851,Average,645,1608,1
48694,Average,204,1373,10
2892,Average,782,1852,1
11867,Average,5303,10816,61
858,Average,1158,4487,3
1623,Average,1401,4374,3
8215,Average,203,1354,3
5890,Average,1843,5004,4
48652,Average,1666,3555,2
30751,Average,741,1695,0
2260,Average,617,2058,2
39734,Average,631,1500,3
36756,Average,1769,4490,6
32888,Average,371,1420,0
48889,Average,2573,5069,10
31402,Average,1618,4942,14
2532,Average,1260,3910,7
4490,Average,612,1689,4
6331,Average,600,1647,1
4723,Average,238,1799,1
1455,Average,3210,6560,6
12237,Average,1537,5166,4
3099,Average,406,1956,0
4536,Average,349,1200,1
2730,Average,4495,9379,20
49780,Average,1770,6734,30
2524,Average,2743,6587,8
3452,Average,979,3055,0
4554,Average,247,1120,2
1767,Average,1764,5050,3
40755,Average,685,3785,1
2086,Average,275,1094,2
30600,Average,2615,5093,1
40994,Average,159,899,7
40801,Average,1777,4217,13
40034,Average,1032,4109,4
4211,Average,316,2130,9
216,Average,1075,2706,1
2015,Average,799,2375,0
9100,Average,536,2867,1
41375,Average,962,2481,4
2019,Average,836,2912,1
31966,Average,1736,4245,9
17395,Average,3632,8290,4
3039,Average,1105,3029,8
4000,Average,788,2172,2
752,Average,4135,7818,2
9857,Average,334,974,2
6932,Average,784,1866,0
36942,Average,360,1735,0
40932,Average,1785,3722,0
23897,Average,292,1338,0
10342,Average,429,1591,1
22055,Average,580,1947,0
42166,Average,136,359,34
21663,Average,912,1723,0
19585,Average,175,501,3
11017,Average,578,1965,4
33498,Average,343,794,0
2305,Average,1136,3179,1
2292,Average,1112,2755,5
45587,Average,3141,6703,38
1076,Average,1252,2751,1
3435,Average,309,1304,6
13427,Average,1752,3508,0
39249,Average,542,3069,2
7561,Average,1587,3391,0
12905,Average,375,1106,0
11469,Average,1384,3956,7
1115,Average,1555,3744,4
32222,Average,540,1495,2
34758,Average,1522,3855,13
33021,Average,4809,12195,12
49848,Average,893,3715,4
41567,Average,221,63840,85
40035,Average,329,1043,2
38065,Average,1051,2093,1
1338,Average,2532,6576,14
28911,Average,336,1366,0
3301,Average,771,2534,3
1386,Average,1701,4876,8
10736,Average,674,2092,1
42223,Average,1561,3691,12
5006,Average,597,1219,1
49223,Average,1156,5154,12
3820,Average,1612,3082,1
5933,Average,287,993,0
31044,Average,530,2883,13
4540,Average,1847,4958,3
2249,Average,2178,5267,1
3557,Average,937,2405,4
1647,Average,4113,10280,36
730,Average,3376,7273,6
34239,Average,501,2288,4
14479,Average,2927,6217,1
33806,Average,430,1904,2
6422,Average,1294,3997,6
36797,Average,934,2762,4
5210,Average,1159,3746,6
7479,Average,205,1317,2
3147,Average,462,1216,2
1759,Average,1732,3784,3
23761,Average,1225,3763,7
5235,Average,245,1092,5
36875,Average,1700,3528,4
37112,Average,390,890,3
38412,Average,301,710,4
31923,Average,652,2786,1
7667,Average,431,1356,0
2049,Average,795,2012,4
7453,Average,1825,5011,5
2466,Average,556,1410,0
31578,Average,4280,10983,5
2592,Average,3179,6984,7
1580,Average,695,2072,4
29722,Average,308,1277,3
36762,Average,511,2304,3
29801,Average,864,3128,0
7610,Average,691,1900,3
1973,Average,1273,3333,6
2329,Average,690,2249,4
34895,Average,1542,4457,9
2781,Average,786,2866,6
2755,Average,1925,5264,12
25439,Average,1599,3608,1
28077,Average,1773,3127,1
42260,Average,4659,15414,23
7953,Average,1088,2116,0
1586,Average,1570,3523,0
6641,Average,1320,2992,0
1271,Average,1853,4523,6
18231,Average,2058,6104,0
4480,Average,701,2569,7
34502,Average,336,1045,2
3108,Average,946,2717,7
3254,Average,995,2953,1
5375,Average,469,1101,1
1713,Average,477,1830,1
35224,Average,3700,10238,8
3976,Average,1603,4152,12
1252,Average,2499,7178,2
1938,Average,604,1867,1
2045,Average,365,1366,0
34402,Average,4129,10497,10
33454,Average,169,856,2
1625,Average,1021,2759,2
48615,Average,980,4066,12
4782,Average,176,726,2
10250,Average,768,1267,6
37769,Average,2088,6647,7
22955,Average,2052,9436,6
1183,Average,1656,4532,7
30817,Average,1895,5344,17
6994,Average,684,1491,1
5292,Average,482,2159,1
4562,Average,886,2659,6
32382,Average,619,2206,1
35465,Average,442,1476,1
37922,Average,527,2417,2
3034,Average,1135,3343,8
1405,Average,929,2424,2
28531,Average,2167,4985,2
38851,Average,2308,7850,17
1512,Average,1073,2898,3
2957,Average,1022,2840,4
13681,Average,414,1646,1
16476,Average,1175,3129,3
5002,Average,238,1251,2
48678,Average,209,3582,7
6327,Average,820,3913,7
9646,Average,1043,3086,13
2085,Average,284,1089,2
37784,Average,688,2105,1
1791,Average,1366,3710,5
34411,Average,3731,11902,17
35265,Average,671,2183,0
2754,Average,951,3003,5
35448,Average,4282,7221,20
2195,Average,942,2871,1
4164,Average,860,2865,7
1596,Average,2429,6542,8
9708,Average,1592,4628,2
983,Average,1212,2921,1
1989,Average,1415,2506,0
23475,Average,856,2486,0
2588,Average,1131,3481,9
50378,Average,137,428,5
3433,Average,244,847,4
42004,Average,146,727,4
310,Average,588,1728,2
1267,Average,813,2188,5
9326,Average,1097,3580,8
2536,Average,959,3081,4
3370,Average,718,2098,0
37737,Average,195,902,2
38556,Average,168,1842,4
3109,Average,680,2127,1
6119,Average,350,1987,4
37659,Average,757,2363,7
22295,Average,1330,4555,5
6721,Average,1103,2404,2
5877,Average,4216,6457,36
1990,Average,560,1288,3
5673,Average,615,1985,3
31454,Average,815,2442,0
31111,Average,673,1779,2
2895,Average,410,3553,1
2679,Average,503,1655,5
5109,Average,1007,3378,5
2327,Average,1065,2944,4
30770,Average,1427,4655,7
6900,Average,307,1354,10
38788,Average,473,2141,2
40517,Average,696,1867,2
39572,Average,185,1427,2
3329,Average,706,2965,3
7697,Average,172,636,0
3078,Average,761,2015,5
2434,Average,821,2445,4
36166,Average,1064,3128,4
4101,Average,162,969,4
1834,Average,1209,2862,4
3676,Average,343,1788,2
3906,Average,787,3204,5
1440,Average,1231,2900,6
33339,Average,405,2444,8
39736,Average,279,2732,5
3877,Average,331,1462,1
34818,Average,1387,4800,3
33957,Average,263,813,3
40554,Average,141,3531,9
20999,Average,312,877,0
19945,Average,2834,8000,7
2540,Average,1029,3205,5
2375,Average,817,2272,6
2483,Average,799,2296,1
6796,Average,375,1457,2
3795,Average,813,2934,9
31669,Average,782,2452,1
23837,Average,1152,2237,0
36834,Average,325,2064,4
30739,Average,2170,6061,2
35650,Average,183,919,4
1268,Average,991,3327,1
40876,Average,186,1947,10
11445,Average,438,1432,0
29517,Average,673,1862,1
9375,Average,1454,4267,11
