,anime_id,licensors
4263,23459,['Aniplex of America']
4264,29129,[]
4265,3464,[]
4266,296,['Bandai Entertainment']
4267,48548,[]
4268,1796,"['ADV Films', 'Nozomi Entertainment']"
4269,30988,[]
4270,10702,['Bandai Entertainment']
4271,3771,[]
4272,18099,[]
4273,5298,[]
4274,16642,[]
4275,5032,['Sentai Filmworks']
4276,49457,[]
4277,41260,[]
4278,629,"['Nozomi Entertainment', 'Media Blasters', 'NYAV Post']"
4279,7081,['Dentsu Entertainment USA']
4280,20849,[]
4281,1145,['Bandai Entertainment']
4282,219,"['ADV Films', 'Nozomi Entertainment']"
4283,31909,['Sentai Filmworks']
4284,1209,[]
4285,39178,[]
4286,8133,[]
4287,3292,[]
4288,14093,['The Pokemon Company International']
4289,1760,"['Discotek Media', 'Urban Vision']"
4290,16638,[]
4291,1457,"['VIZ Media', 'Discotek Media']"
4292,3219,[]
4293,17157,[]
4294,1490,['Funimation']
4295,13201,"['ADV Films', 'Discotek Media']"
4296,37760,[]
4297,9311,[]
4298,1206,['Tokyopop']
4299,1721,[]
4300,5784,['Media Blasters']
4301,44061,[]
4302,37522,['Sentai Filmworks']
4303,10015,['4Kids Entertainment']
4304,33668,['Sentai Filmworks']
4305,35369,['Funimation']
4306,1487,['Bandai Entertainment']
4307,525,['Media Blasters']
4308,39591,[]
4309,37126,[]
4310,10629,['Maiden Japan']
4311,1018,['Sentai Filmworks']
4312,30795,['Sentai Filmworks']
4313,688,['Sentai Filmworks']
4314,12997,[]
4315,14283,['Aniplex of America']
4316,260,['ADV Films']
4317,23121,['Funimation']
4318,38895,['Funimation']
4319,1312,"['ADV Films', 'Discotek Media']"
4320,19151,[]
4321,863,['Media Blasters']
4322,24751,['Funimation']
4323,564,['ADV Films']
4324,2549,[]
4325,21569,['The Pokemon Company International']
4326,1797,['Central Park Media']
4327,1361,[]
4328,18525,[]
4329,3053,[]
4330,33456,[]
4331,3670,['ADV Films']
4332,12671,['The Pokemon Company International']
4333,17745,['Media Blasters']
4334,261,[]
4335,36553,[]
4336,36798,[]
4337,41219,[]
4338,1581,[]
4339,33850,[]
4340,33012,['Funimation']
4341,39188,[]
4342,30567,[]
4343,8206,[]
4344,33713,"['Funimation', 'Bandai Entertainment']"
4345,1152,['Maiden Japan']
4346,1373,[]
4347,1509,['Funimation']
4348,119,[]
4349,40100,[]
4350,14627,[]
4351,385,['ADV Films']
4352,43735,[]
4353,2928,[]
4354,42392,[]
4355,30652,['Sentai Filmworks']
4356,2705,[]
4357,5902,[]
4358,36052,[]
4359,1844,"['Bandai Entertainment', 'Maiden Japan']"
4360,30898,[]
4361,285,"['Bandai Entertainment', 'Sentai Filmworks']"
4362,930,['Maiden Japan']
4363,3447,['Bandai Entertainment']
4364,403,[]
4365,49291,[]
4366,750,[]
4367,595,"['Funimation', 'Geneon Entertainment USA']"
4368,1399,['Nozomi Entertainment']
4369,48415,[]
4370,5719,[]
4371,2205,['Funimation']
4372,2553,[]
4373,34204,[]
4374,4639,[]
4375,6379,[]
4376,23605,['Funimation']
4377,2852,[]
4378,2931,[]
4379,47161,[]
4380,2048,[]
4381,21729,[]
4382,10187,[]
4383,13833,[]
4384,29089,['bilibili']
4385,4060,"['Discotek Media', 'Saban Entertainment']"
4386,33010,['NYAV Post']
4387,39995,[]
4388,1448,['Media Blasters']
4389,1398,[]
4390,6941,[]
4391,17699,['Discotek Media']
4392,1417,"['Funimation', 'Discotek Media']"
4393,39545,['Sentai Filmworks']
4394,17677,['Sentai Filmworks']
4395,83,['Bandai Entertainment']
4396,3738,[]
4397,1043,['Central Park Media']
4398,830,['Media Blasters']
4399,33758,[]
4400,37831,[]
4401,37281,[]
4402,417,['Funimation']
4403,16199,['Sentai Filmworks']
4404,8861,['Media Blasters']
4405,38328,['Funimation']
4406,39235,['Netflix']
4407,34647,[]
4408,1128,['ADV Films']
4409,49524,[]
4410,2433,['NuTech Digital']
4411,30533,[]
4412,175,"['Discotek Media', 'Geneon Entertainment USA']"
4413,7322,['Sentai Filmworks']
4414,1028,[]
4415,42627,[]
4416,49263,[]
4417,24171,[]
4418,2866,[]
4419,4052,"['ADV Films', 'Discotek Media']"
4420,1249,['ADV Films']
4421,42048,[]
4422,33443,[]
4423,30485,"['Funimation', 'Crunchyroll']"
4424,38252,[]
4425,311,[]
4426,34644,"['Funimation', 'Crunchyroll']"
4427,7135,[]
4428,34759,['Kitty Media']
4429,1400,[]
4430,1492,"['VIZ Media', 'Discotek Media']"
4431,2706,[]
4432,6299,['Nozomi Entertainment']
4433,35960,[]
4434,6194,[]
4435,16419,['Saban Entertainment']
4436,2446,['JapanAnime']
4437,42106,[]
4438,9362,['Sentai Filmworks']
4439,6882,['Sentai Filmworks']
4440,44068,[]
4441,23325,['Sentai Filmworks']
4442,30919,[]
4443,1587,['Bandai Entertainment']
4444,33033,[]
4445,17777,"['Discotek Media', 'Crunchyroll']"
4446,5464,[]
4447,21167,['Sentai Filmworks']
4448,40044,[]
4449,21031,[]
4450,8363,[]
4451,34787,[]
4452,937,"['Discotek Media', 'Manga Entertainment']"
4453,1127,['ADV Films']
4454,3326,[]
4455,27825,[]
4456,31914,['Sentai Filmworks']
4457,50768,[]
4458,590,['Sentai Filmworks']
4459,21677,['Sentai Filmworks']
4460,33490,[]
4461,447,['Media Blasters']
4462,4703,[]
4463,31789,[]
4464,3256,['Maiden Japan']
4465,2929,[]
4466,36833,[]
4467,12221,[]
4468,273,"['Sentai Filmworks', 'Geneon Entertainment USA']"
4469,41556,[]
4470,2751,[]
4471,8909,[]
4472,19367,"['Discotek Media', 'Crunchyroll']"
4473,34447,[]
4474,5957,"['Funimation', 'Bandai Entertainment']"
4475,1067,[]
4476,2110,[]
4477,7017,['Sentai Filmworks']
4478,6169,[]
4479,36121,[]
4480,32405,[]
4481,2799,[]
4482,33181,[]
4483,35427,['Funimation']
4484,10532,[]
4485,31845,"['Funimation', 'Crunchyroll']"
4486,32214,['Funimation']
4487,29807,[]
4488,27887,[]
4489,40460,[]
4490,5397,[]
4491,6999,[]
4492,31117,[]
4493,25437,['Funimation']
4494,41520,['Funimation']
4495,48842,[]
4496,36889,[]
4497,35602,[]
4498,41528,[]
4499,33964,['Funimation']
4500,4200,"['ADV Films', 'Nozomi Entertainment']"
4501,49409,[]
4502,5983,[]
4503,12959,[]
4504,37828,[]
4505,8039,['SoftCel Pictures']
4506,14543,[]
4507,3389,[]
4508,266,"['Media Blasters', 'Maiden Japan']"
4509,7654,['Maiden Japan']
4510,33994,['Funimation']
4511,37815,[]
4512,35228,[]
4513,41660,[]
4514,4792,"['4Kids Entertainment', 'Warner Bros. Japan']"
4515,33962,['Kitty Media']
4516,5967,[]
4517,40134,[]
4518,23033,['Kitty Media']
4519,6465,[]
4520,1792,"['Bandai Entertainment', 'Sentai Filmworks']"
4521,1886,[]
4522,1931,[]
4523,115,"['Nozomi Entertainment', 'Geneon Entertainment USA']"
4524,2142,['VIZ Media']
4525,43568,[]
4526,33183,[]
4527,1413,['Discotek Media']
4528,544,"['Central Park Media', 'Sentai Filmworks', 'Discotek Media']"
4529,30895,['Funimation']
4530,19157,['Dentsu Entertainment USA']
4531,4136,[]
4532,4663,[]
4533,4360,[]
4534,36910,[]
4535,222,"['ADV Films', 'Sentai Filmworks']"
4536,24873,[]
4537,635,"['Bandai Entertainment', 'Media Blasters']"
4538,28311,[]
4539,2585,['Maiden Japan']
4540,1371,"['Media Blasters', 'NYAV Post']"
4541,1194,"['ADV Films', 'Funimation']"
4542,48567,[]
4543,7396,[]
4544,1107,"['Discotek Media', 'Urban Vision']"
4545,37599,['Funimation']
4546,37937,[]
4547,15119,['Funimation']
4548,31189,[]
4549,12651,['Dentsu Entertainment USA']
4550,6958,[]
4551,27857,['Funimation']
4552,1736,['Anime Midstream']
4553,14127,[]
4554,27509,[]
4555,40472,[]
4556,3421,[]
4557,3085,"['ADV Films', 'Sentai Filmworks']"
4558,38909,['Funimation']
4559,1527,"['VIZ Media', '4Kids Entertainment', 'The Pokemon Company International']"
4560,2389,"['ADV Films', 'Sentai Filmworks']"
4561,33025,['Sentai Filmworks']
4562,4010,[]
4563,308,[]
4564,34107,[]
4565,4657,[]
4566,25689,[]
4567,7016,[]
4568,1248,['ADV Films']
4569,636,"['Media Blasters', 'Geneon Entertainment USA']"
4570,13595,[]
4571,16914,[]
4572,5968,[]
4573,41221,[]
4574,10923,[]
4575,40256,[]
4576,38030,[]
4577,3710,[]
4578,17113,[]
4579,10862,[]
4580,1841,[]
4581,20843,['Discotek Media']
4582,2161,['Sentai Filmworks']
4583,495,"['ADV Films', 'Discotek Media']"
4584,1896,['JapanAnime']
4585,1180,[]
4586,12055,[]
4587,4600,[]
4588,32228,[]
4589,704,[]
4590,10808,[]
4591,3125,[]
4592,2427,['Discotek Media']
4593,472,['Nozomi Entertainment']
4594,30583,[]
4595,44961,[]
4596,5072,['Funimation']
4597,42568,[]
4598,5772,['Sentai Filmworks']
4599,15719,[]
4600,37585,[]
4601,11615,[]
4602,1935,['ADV Films']
4603,1798,['Central Park Media']
4604,8560,[]
4605,942,['Maiden Japan']
4606,46985,[]
4607,31670,[]
4608,38663,"['Sentai Filmworks', 'Netflix']"
4609,33069,['Funimation']
4610,38971,[]
4611,1445,['Funimation']
4612,47163,['Sentai Filmworks']
4613,2555,[]
4614,39478,[]
4615,278,['Geneon Entertainment USA']
4616,6709,['Funimation']
4617,1517,['Bandai Entertainment']
4618,35498,[]
4619,31049,[]
4620,9335,[]
4621,6682,['Sentai Filmworks']
4622,7014,[]
4623,38799,[]
4624,38530,[]
4625,1082,"['Sentai Filmworks', 'Geneon Entertainment USA']"
4626,17651,['Aniplex of America']
4627,7261,[]
4628,2948,[]
4629,42808,[]
4630,2734,[]
4631,2611,"['Discotek Media', 'GKIDS', 'Geneon Entertainment USA']"
4632,24591,['Dentsu Entertainment USA']
4633,7079,['Sentai Filmworks']
4634,5155,[]
4635,1864,[]
4636,125,[]
4637,19261,[]
4638,637,[]
4639,1143,['Bandai Entertainment']
4640,20033,['Crunchyroll']
4641,37979,['Funimation']
4642,31804,['Funimation']
4643,28155,['Funimation']
4644,6892,[]
4645,39480,[]
4646,23369,[]
4647,21407,[]
4648,1020,['Media Blasters']
4649,23427,[]
4650,24377,[]
4651,1489,[]
4652,32287,[]
4653,40526,['Funimation']
4654,36516,[]
4655,118,['Geneon Entertainment USA']
4656,31675,[]
4657,31397,[]
4658,133,['Media Blasters']
4659,14827,[]
4660,17637,[]
4661,11009,['The Pokemon Company International']
4662,42284,[]
4663,7474,[]
4664,40298,[]
4665,1104,"['ADV Films', 'Sentai Filmworks']"
4666,1922,"['AnimEigo', 'Discotek Media']"
4667,1022,['ADV Films']
4668,40176,[]
4669,42072,['Funimation']
4670,10471,[]
4671,10739,['Funimation']
4672,11467,[]
4673,1514,"['ADV Films', 'Funimation']"
4674,37814,[]
4675,1873,[]
4676,40228,['Discotek Media']
4677,497,['Media Blasters']
4678,36010,[]
4679,1186,"['Discotek Media', 'Geneon Entertainment USA']"
4680,49661,[]
4681,15565,['Funimation']
4682,10348,[]
4683,1116,['Bandai Entertainment']
4684,2331,[]
4685,38050,[]
4686,2031,['Discotek Media']
4687,5691,[]
4688,262,[]
4689,613,[]
4690,1983,[]
4691,38707,['Funimation']
4692,31223,['Sentai Filmworks']
4693,37963,[]
4694,960,[]
4695,32936,['Funimation']
4696,1578,[]
4697,43007,[]
4698,3672,[]
4699,35446,[]
4700,24169,[]
4701,13163,[]
4702,2725,['Geneon Entertainment USA']
4703,8449,['Aniplex of America']
4704,10668,[]
4705,128,['Geneon Entertainment USA']
4706,9934,"['NIS America, Inc.']"
4707,34498,"['NYAV Post', 'GKIDS']"
4708,16680,['The Pokemon Company International']
4709,36536,[]
4710,1393,[]
4711,37864,[]
4712,929,"['ADV Films', 'Sentai Filmworks']"
4713,1800,"['VIZ Media', 'Discotek Media']"
4714,33811,[]
4715,1290,"['Maiden Japan', 'Geneon Entertainment USA']"
4716,2684,[]
4717,16397,['Sentai Filmworks']
4718,197,[]
4719,16678,['The Pokemon Company International']
4720,42206,[]
4721,6794,"['Bandai Entertainment', 'NYAV Post']"
4722,1659,[]
4723,32895,[]
4724,6959,[]
4725,365,['Media Blasters']
4726,33377,['Funimation']
4727,16442,[]
4728,31440,[]
4729,34820,"['VIZ Media', 'NYAV Post']"
4730,2615,['Media Blasters']
4731,1906,[]
4732,6690,[]
4733,39590,['Funimation']
4734,236,['ADV Films']
4735,8101,[]
4736,28883,['Funimation']
4737,37764,['NYAV Post']
4738,28309,[]
4739,33491,['Funimation']
4740,5112,['Sentai Filmworks']
4741,37474,[]
4742,2011,['AnimEigo']
4743,22543,[]
4744,10671,[]
4745,6129,['Nozomi Entertainment']
4746,689,['Sentai Filmworks']
4747,2141,[]
4748,10488,[]
4749,34368,['Sentai Filmworks']
4750,1942,"['Bandai Entertainment', 'Sentai Filmworks']"
4751,11083,['VIZ Media']
4752,33419,[]
4753,4078,[]
4754,33797,['Netflix']
4755,38533,[]
4756,47413,[]
4757,41074,[]
4758,37188,[]
4759,35931,[]
4760,47410,[]
4761,36560,['Sentai Filmworks']
4762,33768,[]
4763,34361,[]
4764,40934,['Funimation']
4765,43767,[]
4766,1810,"['ADV Films', 'Funimation']"
4767,2396,['JapanAnime']
4768,45574,[]
4769,15085,['Sentai Filmworks']
4770,10458,[]
4771,289,"['Nozomi Entertainment', 'Discotek Media']"
4772,37476,[]
4773,36982,['Discotek Media']
4774,30649,[]
4775,1198,[]
4776,14539,[]
4777,32601,[]
4778,10196,[]
4779,1014,"['Sentai Filmworks', 'Geneon Entertainment USA']"
4780,42756,[]
4781,2486,['Geneon Entertainment USA']
4782,7152,[]
4783,2036,[]
4784,38741,[]
4785,3493,[]
4786,25923,[]
4787,36915,[]
4788,33129,[]
4789,32415,['Funimation']
4790,37139,[]
4791,39912,[]
4792,27653,[]
4793,39538,[]
4794,15325,[]
4795,41372,['Aniplex of America']
4796,32518,[]
4797,36108,['Sentai Filmworks']
4798,3537,['Kitty Media']
4799,632,[]
4800,1395,[]
4801,39795,[]
4802,979,['Manga Entertainment']
4803,1434,"['Funimation', 'Discotek Media']"
4804,44192,[]
4805,51,['Media Blasters']
4806,4362,[]
4807,35425,['Eleven Arts']
4808,40246,[]
4809,36654,[]
4810,15951,[]
4811,33045,[]
4812,23487,[]
4813,2561,[]
4814,40610,[]
4815,22745,['Funimation']
4816,33566,[]
4817,30721,[]
4818,782,"['ADV Films', 'Nozomi Entertainment']"
4819,31091,[]
4820,30250,['Sentai Filmworks']
4821,8302,['Media Blasters']
4822,2580,['Funimation']
4823,5199,[]
4824,1803,['Nozomi Entertainment']
4825,32023,[]
4826,2583,['Maiden Japan']
4827,41364,[]
4828,37232,[]
4829,40136,[]
4830,2257,[]
4831,42592,[]
4832,1996,['VIZ Media']
4833,10098,[]
4834,615,['ADV Films']
4835,49945,[]
4836,2603,[]
4837,27939,[]
4838,35814,['Aniplex of America']
4839,31678,[]
4840,19581,[]
4841,1570,['Maiden Japan']
4842,38995,[]
4843,37711,[]
4844,51368,[]
4845,25897,[]
4846,7334,['Nelvana']
4847,2356,[]
4848,37598,[]
4849,31683,[]
4850,2834,[]
4851,1952,"['VIZ Media', 'Discotek Media']"
4852,1111,['Funimation']
4853,35315,[]
4854,1550,[]
4855,38920,['Funimation']
4856,37806,[]
4857,4997,[]
4858,1429,[]
4859,373,"['ADV Films', 'Discotek Media']"
4860,40819,[]
4861,47391,[]
4862,13219,[]
4863,8456,"['Sentai Filmworks', 'NYAV Post']"
4864,993,['Geneon Entertainment USA']
4865,5658,['Discotek Media']
4866,13073,[]
4867,50204,['Aniplex of America']
4868,34565,['Funimation']
4869,12709,[]
4870,1629,"['ADV Films', 'Discotek Media']"
4871,17855,[]
4872,39078,[]
4873,21679,[]
4874,10280,[]
4875,1221,[]
4876,31994,[]
4877,24175,['Sentai Filmworks']
4878,36933,[]
4879,9442,[]
4880,40369,[]
4881,31521,['Funimation']
4882,35285,[]
4883,4795,"['4Kids Entertainment', 'Miramax Films']"
4884,8097,['Discotek Media']
4885,32625,[]
4886,23333,['Sentai Filmworks']
4887,33840,['Sentai Filmworks']
4888,2417,[]
4889,504,"['VIZ Media', 'Discotek Media']"
4890,11255,['Funimation']
4891,377,['Media Blasters']
4892,40786,['Funimation']
4893,2841,"['Media Blasters', 'Kitty Media']"
4894,4375,[]
4895,30384,['Crunchyroll']
4896,10109,['Sentai Filmworks']
4897,1493,"['VIZ Media', 'Discotek Media']"
4898,7730,[]
4899,41915,[]
4900,2835,[]
4901,38891,[]
4902,11385,['Flatiron Film Company']
4903,2041,['Saban Entertainment']
4904,1670,['Nelvana']
4905,22347,[]
4906,50237,[]
4907,1103,"['ADV Films', 'Sentai Filmworks']"
4908,797,[]
4909,44270,[]
4910,3992,[]
4911,23047,[]
4912,6008,[]
4913,382,['Media Blasters']
4914,32151,['Discotek Media']
4915,8364,[]
4916,28283,['Funimation']
4917,2438,['Media Blasters']
4918,35567,[]
4919,17879,[]
4920,16059,[]
4921,39811,['Funimation']
4922,5996,[]
4923,580,[]
4924,5075,[]
4925,5505,[]
4926,40679,['Funimation']
4927,47405,[]
4928,37504,[]
4929,38572,['Sentai Filmworks']
4930,27419,[]
4931,4650,[]
4932,19769,['Sentai Filmworks']
4933,840,"['ADV Films', 'Central Park Media']"
4934,44064,[]
4935,39675,[]
4936,271,"['Funimation', 'Geneon Entertainment USA']"
4937,16099,['Aniplex of America']
4938,29085,[]
4939,1392,[]
4940,31561,['Funimation']
4941,14379,[]
4942,35965,[]
4943,41409,[]
4944,33164,['Funimation']
4945,2411,['JapanAnime']
4946,36250,[]
4947,10821,[]
4948,14993,['Kitty Media']
4949,6217,[]
4950,36316,['Sentai Filmworks']
4951,13727,['VIZ Media']
4952,8293,[]
4953,33769,[]
4954,11483,[]
4955,4197,['VIZ Media']
4956,12929,[]
4957,3137,[]
4958,32864,[]
4959,37561,"['Sentai Filmworks', 'Ponycan USA']"
4960,46971,[]
4961,21597,[]
4962,41471,[]
4963,1005,"['Discotek Media', 'Geneon Entertainment USA']"
4964,15605,['Funimation']
4965,1019,['Media Blasters']
4966,36455,[]
4967,6275,['The Pokemon Company International']
4968,5172,[]
4969,17873,['The Pokemon Company International']
4970,20655,[]
4971,2193,[]
4972,10502,[]
4973,8360,[]
4974,33244,[]
4975,39605,[]
4976,9761,[]
4977,32806,[]
4978,5315,[]
4979,30524,[]
4980,49847,[]
4981,50475,[]
4982,38426,[]
4983,35988,['Sentai Filmworks']
4984,19859,[]
4985,49860,[]
4986,31540,[]
4987,2518,[]
4988,31788,[]
4989,28313,[]
4990,576,"['ADV Films', 'Funimation']"
4991,9754,['Funimation']
4992,50012,[]
4993,40590,[]
4994,34972,[]
4995,1394,[]
4996,1032,['Discotek Media']
4997,421,['Bandai Entertainment']
4998,27387,[]
4999,17917,[]
5000,48742,[]
5001,24987,['Kitty Media']
5002,35182,[]
5003,34178,[]
5004,31560,['Crunchyroll']
5005,41589,['Sentai Filmworks']
5006,2606,[]
5007,1603,"['Bandai Entertainment', 'Media Blasters', 'Bandai Visual USA']"
5008,33242,['Sentai Filmworks']
5009,203,['NuTech Digital']
5010,40700,[]
5011,38768,[]
5012,3057,[]
5013,1720,[]
5014,6567,[]
5015,27603,[]
5016,819,[]
5017,38897,['Sentai Filmworks']
5018,50209,[]
5019,49020,[]
5020,1652,[]
5021,33979,[]
5022,5305,['Sentai Filmworks']
5023,4719,['Media Blasters']
5024,3218,[]
5025,41946,[]
5026,40048,[]
5027,4590,['Media Blasters']
5028,35720,['Funimation']
5029,49690,[]
5030,2237,[]
5031,10330,['Nelvana']
5032,40358,['Funimation']
5033,41200,[]
5034,13785,[]
5035,22039,['Kitty Media']
5036,36789,[]
5037,10351,[]
5038,14173,['Sentai Filmworks']
5039,42965,[]
5040,30385,['Funimation']
5041,39640,[]
5042,1804,"['Media Blasters', 'Central Park Media']"
5043,6714,[]
5044,2264,"['Media Blasters', 'Discotek Media', 'NYAV Post']"
5045,8211,[]
5046,6219,[]
5047,22547,['Sentai Filmworks']
5048,12057,[]
5049,11065,[]
5050,3954,[]
5051,39068,[]
5052,1187,"['Central Park Media', 'Discotek Media']"
5053,31128,['Funimation']
5054,12957,[]
5055,49386,[]
5056,20971,[]
5057,3111,[]
5058,2333,[]
5059,30651,[]
5060,10116,[]
5061,9202,['Sentai Filmworks']
5062,38004,['Funimation']
5063,15409,[]
5064,40465,['Sentai Filmworks']
5065,6604,[]
5066,950,['Manga Entertainment']
5067,31486,[]
5068,2157,[]
5069,11067,[]
5070,37970,[]
5071,13807,[]
5072,31797,['Funimation']
5073,1980,[]
5074,714,[]
5075,35118,[]
5076,2221,[]
5077,2842,['The Pokemon Company International']
5078,4874,['4Kids Entertainment']
5079,2579,[]
5080,6209,[]
5081,406,[]
5082,33314,[]
5083,35370,[]
5084,38807,[]
5085,17537,[]
5086,11103,[]
5087,27967,[]
5088,25861,[]
5089,4061,"['Discotek Media', 'Saban Entertainment']"
5090,36775,[]
5091,3138,['Funimation']
5092,6509,[]
5093,1778,[]
5094,11745,[]
5095,5267,[]
5096,1112,['Funimation']
5097,10827,[]
5098,31156,['Funimation']
5099,7103,[]
5100,15867,[]
5101,29223,[]
5102,35932,[]
5103,35776,[]
5104,471,['Maiden Japan']
5105,2279,['Discotek Media']
5106,40909,[]
5107,37998,['Discotek Media']
5108,399,[]
5109,39506,['Funimation']
5110,1845,[]
5111,1381,[]
5112,9587,[]
5113,5454,['Sentai Filmworks']
5114,33740,[]
5115,22695,[]
5116,4794,"['4Kids Entertainment', 'Miramax Films']"
5117,49316,[]
5118,332,[]
5119,22699,[]
5120,34638,[]
5121,49570,[]
5122,30812,[]
5123,1182,"['Media Blasters', 'Central Park Media']"
5124,18767,['Funimation']
5125,34427,['Sentai Filmworks']
5126,682,['Bandai Entertainment']
5127,12665,[]
5128,2017,['VIZ Media']
5129,16149,[]
5130,37088,[]
5131,1553,['ADV Films']
5132,15291,[]
5133,2784,[]
5134,2413,['JapanAnime']
5135,2148,['Media Blasters']
5136,4646,['Sentai Filmworks']
5137,5256,['The Pokemon Company International']
5138,25429,['Discotek Media']
5139,40076,[]
5140,1109,['VIZ Media']
5141,19255,['Sentai Filmworks']
5142,19799,[]
5143,6645,[]
5144,38033,[]
5145,10465,[]
5146,2884,['Flatiron Film Company']
5147,37254,[]
5148,31118,[]
5149,40266,[]
5150,1607,"['ADV Films', 'Funimation']"
5151,1123,[]
5152,49755,[]
5153,1807,[]
5154,49637,[]
5155,2042,['ADV Films']
5156,105,['Nozomi Entertainment']
5157,5830,[]
5158,1179,['Nozomi Entertainment']
5159,40991,[]
5160,2252,['Discotek Media']
5161,34884,['Funimation']
5162,6116,[]
5163,6919,['Marvel Entertainment']
5164,37699,[]
5165,2820,[]
5166,1408,['Media Blasters']
5167,2470,[]
5168,24967,[]
5169,20379,[]
5170,8800,['Sentai Filmworks']
5171,518,[]
5172,3166,['Discotek Media']
5173,38527,[]
5174,2554,[]
5175,3618,[]
5176,1930,[]
5177,21507,['Funimation']
5178,38804,[]
5179,2367,[]
5180,37994,[]
5181,36397,[]
5182,1694,['Sentai Filmworks']
5183,8134,[]
5184,21851,[]
5185,14237,['Sentai Filmworks']
5186,41105,[]
5187,34257,['Crunchyroll']
5188,33173,[]
5189,12863,[]
5190,42187,[]
5191,45558,[]
5192,244,[]
5193,348,['Geneon Entertainment USA']
5194,4166,[]
5195,20053,['Sentai Filmworks']
5196,1648,"['ADV Films', 'Funimation']"
5197,49571,[]
5198,44044,[]
5199,37897,[]
5200,888,"['Bandai Entertainment', 'Discotek Media']"
5201,1541,[]
5202,41750,[]
5203,37178,[]
5204,19099,['The Pokemon Company International']
5205,2016,[]
5206,49762,[]
5207,1431,"['Funimation', 'Discotek Media']"
5208,1465,"['Media Blasters', 'NYAV Post']"
5209,3332,[]
5210,41207,[]
5211,1350,"['ADV Films', 'Sentai Filmworks']"
5212,6877,"['4Kids Entertainment', 'Nintendo of America']"
5213,1902,[]
5214,34751,[]
5215,9493,"['NIS America, Inc.']"
5216,7178,[]
5217,37910,[]
5218,33531,[]
5219,31598,[]
5220,5200,[]
5221,32682,[]
5222,55,['ADV Films']
5223,14853,['Sentai Filmworks']
5224,41194,[]
5225,40964,['Funimation']
5226,3576,['Discotek Media']
5227,31885,[]
5228,10074,[]
5229,24911,[]
5230,36267,['Funimation']
5231,3327,['Discotek Media']
5232,20871,[]
5233,45196,[]
5234,30381,['Funimation']
5235,30896,[]
5236,41224,[]
5237,21349,[]
5238,10695,[]
5239,1548,[]
5240,37106,[]
5241,607,[]
5242,11755,"['Funimation', 'NYAV Post']"
5243,3568,[]
5244,43466,[]
5245,7456,[]
5246,20723,['Discotek Media']
5247,2283,[]
5248,3067,[]
5249,438,['Media Blasters']
5250,912,[]
5251,36967,['Discotek Media']
5252,919,['Maiden Japan']
5253,17251,[]
5254,1136,"['Bandai Entertainment', 'Sentai Filmworks']"
5255,2987,[]
5256,5347,[]
5257,30953,[]
5258,6692,['Media Blasters']
5259,5854,[]
5260,3946,[]
5261,26453,['Sentai Filmworks']
5262,41093,[]
5263,836,"['ADV Films', 'Discotek Media']"
5264,2722,"['AnimEigo', 'Discotek Media']"
5265,34812,[]
5266,8487,['Sony Pictures Entertainment']
5267,1923,"['AnimEigo', 'Discotek Media']"
5268,2254,['Maiden Japan']
5269,4399,[]
5270,13859,['VIZ Media']
5271,35714,[]
5272,11859,"['Sentai Filmworks', 'NYAV Post']"
5273,36473,[]
5274,23083,[]
5275,28859,[]
5276,39725,['Muse Communication']
5277,37245,[]
5278,3323,['Media Blasters']
5279,1181,"['ADV Films', 'Maiden Japan']"
5280,1682,['Funimation']
5281,1348,['AnimEigo']
5282,21201,[]
5283,40327,[]
5284,5945,[]
5285,9774,[]
5286,31838,[]
5287,21809,['Funimation']
5288,12857,[]
5289,2009,[]
5290,42031,[]
5291,1317,[]
5292,1149,['ADV Films']
5293,37207,[]
5294,1925,"['AnimEigo', 'Discotek Media']"
5295,21835,[]
5296,8577,[]
5297,3245,[]
5298,3944,['Kitty Media']
5299,48449,[]
5300,32437,[]
5301,20555,['Sentai Filmworks']
5302,37283,[]
5303,17731,[]
5304,3948,[]
5305,37595,[]
5306,3478,"['Media Blasters', 'Kitty Media']"
5307,6964,[]
5308,40521,[]
5309,30741,[]
5310,51562,['Sentai Filmworks']
5311,2564,['Media Blasters']
5312,25839,[]
5313,48537,[]
5314,470,[]
5315,16644,['Kitty Media']
5316,30376,[]
5317,19919,[]
5318,40761,[]
5319,8985,[]
5320,23665,[]
5321,7596,[]
5322,1480,[]
5323,38453,[]
5324,28861,[]
5325,23247,[]
5326,1761,['Urban Vision']
5327,17137,[]
5328,28791,['Aniplex of America']
5329,12611,['Nozomi Entertainment']
5330,38664,[]
5331,557,['ADV Films']
5332,26183,[]
5333,1204,[]
5334,2105,[]
5335,2215,[]
5336,2695,['Nozomi Entertainment']
5337,47250,[]
5338,35880,[]
5339,51892,[]
5340,23787,['Discotek Media']
5341,38720,['Discotek Media']
5342,37940,[]
5343,38628,['Sentai Filmworks']
5344,2539,['Kitty Media']
5345,36502,[]
5346,40154,['Sentai Filmworks']
5347,37505,['Aniplex of America']
5348,18835,[]
5349,28351,[]
5350,15541,[]
5351,9798,[]
5352,34008,[]
5353,36517,['Warner Bros. Japan']
5354,370,['ADV Films']
5355,42290,[]
5356,43013,[]
5357,3019,['Discotek Media']
5358,27413,[]
5359,4353,['Media Blasters']
5360,4056,[]
5361,36849,[]
5362,31978,[]
5363,9220,"['NIS America, Inc.']"
5364,30290,[]
5365,1862,[]
5366,40022,[]
5367,7774,['Sentai Filmworks']
